Features: 16,,,,,,,,
Target Class: bodytrack,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.99, Gamma: 0.0001",0,5,0,39,88.63636363636364,10,40,
"Nu: 0.99, Gamma: 0.0002",0,5,0,39,88.63636363636364,10,40,
"Nu: 0.99, Gamma: 0.0003",0,5,0,39,88.63636363636364,10,40,
"Nu: 0.99, Gamma: 0.0004",0,5,0,39,88.63636363636364,10,40,
"Nu: 0.99, Gamma: 0.005",0,5,0,39,88.63636363636364,10,40,
"Nu: 0.99, Gamma: 0.05",0,5,0,39,88.63636363636364,10,40,
"Nu: 0.99, Gamma: 0.0625",0,5,0,39,88.63636363636364,10,40,
"Nu: 0.99, Gamma: 0.1",0,5,1,38,86.36363636363636,10,40,
"Nu: 0.99, Gamma: 0.2",0,5,1,38,86.36363636363636,10,40,
"Nu: 0.99, Gamma: 0.5",1,4,1,38,88.63636363636364,10,40,
"Nu: 0.99, Gamma: 0.7",1,4,0,39,90.9090909090909,10,40,
"Nu: 0.99, Gamma: 0.9",1,4,0,39,90.9090909090909,10,40,
"Nu: 0.99, Gamma: 0.99",1,4,0,39,90.9090909090909,10,40,
,,,,,,,,
