Features: 16,,,,,,,,
Target Class: blackscholes,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.9, Gamma: 0.5",960,36,0,0,96.3855421686747,50,40,
"Nu: 0.9, Gamma: 0.7",960,36,0,0,96.3855421686747,50,40,
"Nu: 0.9, Gamma: 0.9",960,36,0,0,96.3855421686747,50,40,
"Nu: 0.9, Gamma: 0.99",960,36,0,0,96.3855421686747,50,40,
"Nu: 0.99, Gamma: 1e-05",957,35,3,1,96.18473895582329,50,40,
"Nu: 0.99, Gamma: 2e-05",960,35,0,1,96.4859437751004,50,40,
"Nu: 0.99, Gamma: 3e-05",960,35,0,1,96.4859437751004,50,40,
"Nu: 0.99, Gamma: 4e-05",960,35,0,1,96.4859437751004,50,40,
"Nu: 0.99, Gamma: 5e-05",960,35,0,1,96.4859437751004,50,40,
"Nu: 0.99, Gamma: 6e-05",960,35,0,1,96.4859437751004,50,40,
"Nu: 0.99, Gamma: 7e-05",960,35,0,1,96.4859437751004,50,40,
"Nu: 0.99, Gamma: 8e-05",960,35,0,1,96.4859437751004,50,40,
"Nu: 0.99, Gamma: 9e-05",960,35,0,1,96.4859437751004,50,40,
"Nu: 0.99, Gamma: 0.0001",960,35,0,1,96.4859437751004,50,40,
"Nu: 0.99, Gamma: 0.0002",960,35,0,1,96.4859437751004,50,40,
"Nu: 0.99, Gamma: 0.0003",960,35,0,1,96.4859437751004,50,40,
"Nu: 0.99, Gamma: 0.0004",960,35,0,1,96.4859437751004,50,40,
"Nu: 0.99, Gamma: 0.005",951,34,9,2,95.68273092369478,50,40,
"Nu: 0.99, Gamma: 0.05",960,36,0,0,96.3855421686747,50,40,
"Nu: 0.99, Gamma: 0.0625",960,36,0,0,96.3855421686747,50,40,
"Nu: 0.99, Gamma: 0.1",960,36,0,0,96.3855421686747,50,40,
"Nu: 0.99, Gamma: 0.2",960,36,0,0,96.3855421686747,50,40,
"Nu: 0.99, Gamma: 0.5",960,36,0,0,96.3855421686747,50,40,
"Nu: 0.99, Gamma: 0.7",960,36,0,0,96.3855421686747,50,40,
"Nu: 0.99, Gamma: 0.9",960,36,0,0,96.3855421686747,50,40,
"Nu: 0.99, Gamma: 0.99",960,36,0,0,96.3855421686747,50,40,
,,,,,,,,
Target Class: blackscholes-bodytrack,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 5e-05, Gamma: 1e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 5e-05, Gamma: 2e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 5e-05, Gamma: 3e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 5e-05, Gamma: 4e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 5e-05, Gamma: 5e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 5e-05, Gamma: 6e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 5e-05, Gamma: 7e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 5e-05, Gamma: 8e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 5e-05, Gamma: 9e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 5e-05, Gamma: 0.0001",976,34,0,0,96.63366336633663,50,40,
"Nu: 5e-05, Gamma: 0.0002",976,34,0,0,96.63366336633663,50,40,
"Nu: 5e-05, Gamma: 0.0003",976,34,0,0,96.63366336633663,50,40,
"Nu: 5e-05, Gamma: 0.0004",976,34,0,0,96.63366336633663,50,40,
"Nu: 5e-05, Gamma: 0.005",976,34,0,0,96.63366336633663,50,40,
"Nu: 5e-05, Gamma: 0.05",976,34,0,0,96.63366336633663,50,40,
"Nu: 5e-05, Gamma: 0.0625",976,34,0,0,96.63366336633663,50,40,
"Nu: 5e-05, Gamma: 0.1",976,34,0,0,96.63366336633663,50,40,
"Nu: 5e-05, Gamma: 0.2",976,34,0,0,96.63366336633663,50,40,
"Nu: 5e-05, Gamma: 0.5",976,34,0,0,96.63366336633663,50,40,
"Nu: 5e-05, Gamma: 0.7",976,34,0,0,96.63366336633663,50,40,
"Nu: 5e-05, Gamma: 0.9",976,34,0,0,96.63366336633663,50,40,
"Nu: 5e-05, Gamma: 0.99",976,34,0,0,96.63366336633663,50,40,
"Nu: 6e-05, Gamma: 1e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 6e-05, Gamma: 2e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 6e-05, Gamma: 3e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 6e-05, Gamma: 4e-05",976,33,0,1,96.73267326732673,50,40,
"Nu: 6e-05, Gamma: 5e-05",976,33,0,1,96.73267326732673,50,40,
"Nu: 6e-05, Gamma: 6e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 6e-05, Gamma: 7e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 6e-05, Gamma: 8e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 6e-05, Gamma: 9e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 6e-05, Gamma: 0.0001",976,34,0,0,96.63366336633663,50,40,
"Nu: 6e-05, Gamma: 0.0002",976,34,0,0,96.63366336633663,50,40,
"Nu: 6e-05, Gamma: 0.0003",976,34,0,0,96.63366336633663,50,40,
"Nu: 6e-05, Gamma: 0.0004",976,34,0,0,96.63366336633663,50,40,
"Nu: 6e-05, Gamma: 0.005",976,34,0,0,96.63366336633663,50,40,
"Nu: 6e-05, Gamma: 0.05",976,34,0,0,96.63366336633663,50,40,
"Nu: 6e-05, Gamma: 0.0625",976,34,0,0,96.63366336633663,50,40,
"Nu: 6e-05, Gamma: 0.1",976,34,0,0,96.63366336633663,50,40,
"Nu: 6e-05, Gamma: 0.2",976,34,0,0,96.63366336633663,50,40,
"Nu: 6e-05, Gamma: 0.5",976,34,0,0,96.63366336633663,50,40,
"Nu: 6e-05, Gamma: 0.7",976,34,0,0,96.63366336633663,50,40,
"Nu: 6e-05, Gamma: 0.9",976,34,0,0,96.63366336633663,50,40,
"Nu: 6e-05, Gamma: 0.99",976,34,0,0,96.63366336633663,50,40,
"Nu: 7e-05, Gamma: 1e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 7e-05, Gamma: 2e-05",976,32,0,2,96.83168316831683,50,40,
"Nu: 7e-05, Gamma: 3e-05",976,33,0,1,96.73267326732673,50,40,
"Nu: 7e-05, Gamma: 4e-05",976,33,0,1,96.73267326732673,50,40,
"Nu: 7e-05, Gamma: 5e-05",976,33,0,1,96.73267326732673,50,40,
"Nu: 7e-05, Gamma: 6e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 7e-05, Gamma: 7e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 7e-05, Gamma: 8e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 7e-05, Gamma: 9e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 7e-05, Gamma: 0.0001",976,34,0,0,96.63366336633663,50,40,
"Nu: 7e-05, Gamma: 0.0002",976,34,0,0,96.63366336633663,50,40,
"Nu: 7e-05, Gamma: 0.0003",976,34,0,0,96.63366336633663,50,40,
"Nu: 7e-05, Gamma: 0.0004",976,34,0,0,96.63366336633663,50,40,
"Nu: 7e-05, Gamma: 0.005",976,34,0,0,96.63366336633663,50,40,
"Nu: 7e-05, Gamma: 0.05",976,34,0,0,96.63366336633663,50,40,
"Nu: 7e-05, Gamma: 0.0625",976,34,0,0,96.63366336633663,50,40,
"Nu: 7e-05, Gamma: 0.1",976,34,0,0,96.63366336633663,50,40,
"Nu: 7e-05, Gamma: 0.2",976,34,0,0,96.63366336633663,50,40,
"Nu: 7e-05, Gamma: 0.5",976,34,0,0,96.63366336633663,50,40,
"Nu: 7e-05, Gamma: 0.7",976,34,0,0,96.63366336633663,50,40,
"Nu: 7e-05, Gamma: 0.9",976,34,0,0,96.63366336633663,50,40,
"Nu: 7e-05, Gamma: 0.99",976,34,0,0,96.63366336633663,50,40,
"Nu: 8e-05, Gamma: 1e-05",976,33,0,1,96.73267326732673,50,40,
"Nu: 8e-05, Gamma: 2e-05",976,32,0,2,96.83168316831683,50,40,
"Nu: 8e-05, Gamma: 3e-05",976,33,0,1,96.73267326732673,50,40,
"Nu: 8e-05, Gamma: 4e-05",976,33,0,1,96.73267326732673,50,40,
"Nu: 8e-05, Gamma: 5e-05",976,33,0,1,96.73267326732673,50,40,
"Nu: 8e-05, Gamma: 6e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 8e-05, Gamma: 7e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 8e-05, Gamma: 8e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 8e-05, Gamma: 9e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 8e-05, Gamma: 0.0001",976,34,0,0,96.63366336633663,50,40,
"Nu: 8e-05, Gamma: 0.0002",976,34,0,0,96.63366336633663,50,40,
"Nu: 8e-05, Gamma: 0.0003",976,34,0,0,96.63366336633663,50,40,
"Nu: 8e-05, Gamma: 0.0004",976,34,0,0,96.63366336633663,50,40,
"Nu: 8e-05, Gamma: 0.005",976,34,0,0,96.63366336633663,50,40,
"Nu: 8e-05, Gamma: 0.05",976,34,0,0,96.63366336633663,50,40,
"Nu: 8e-05, Gamma: 0.0625",976,34,0,0,96.63366336633663,50,40,
"Nu: 8e-05, Gamma: 0.1",976,34,0,0,96.63366336633663,50,40,
"Nu: 8e-05, Gamma: 0.2",976,34,0,0,96.63366336633663,50,40,
"Nu: 8e-05, Gamma: 0.5",976,34,0,0,96.63366336633663,50,40,
"Nu: 8e-05, Gamma: 0.7",976,34,0,0,96.63366336633663,50,40,
"Nu: 8e-05, Gamma: 0.9",976,34,0,0,96.63366336633663,50,40,
"Nu: 8e-05, Gamma: 0.99",976,34,0,0,96.63366336633663,50,40,
"Nu: 9e-05, Gamma: 1e-05",966,32,10,2,95.84158415841584,50,40,
"Nu: 9e-05, Gamma: 2e-05",976,32,0,2,96.83168316831683,50,40,
"Nu: 9e-05, Gamma: 3e-05",976,33,0,1,96.73267326732673,50,40,
"Nu: 9e-05, Gamma: 4e-05",976,33,0,1,96.73267326732673,50,40,
"Nu: 9e-05, Gamma: 5e-05",976,33,0,1,96.73267326732673,50,40,
"Nu: 9e-05, Gamma: 6e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 9e-05, Gamma: 7e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 9e-05, Gamma: 8e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 9e-05, Gamma: 9e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 9e-05, Gamma: 0.0001",976,34,0,0,96.63366336633663,50,40,
"Nu: 9e-05, Gamma: 0.0002",976,34,0,0,96.63366336633663,50,40,
"Nu: 9e-05, Gamma: 0.0003",976,34,0,0,96.63366336633663,50,40,
"Nu: 9e-05, Gamma: 0.0004",976,34,0,0,96.63366336633663,50,40,
"Nu: 9e-05, Gamma: 0.005",976,34,0,0,96.63366336633663,50,40,
"Nu: 9e-05, Gamma: 0.05",976,34,0,0,96.63366336633663,50,40,
"Nu: 9e-05, Gamma: 0.0625",976,34,0,0,96.63366336633663,50,40,
"Nu: 9e-05, Gamma: 0.1",976,34,0,0,96.63366336633663,50,40,
"Nu: 9e-05, Gamma: 0.2",976,34,0,0,96.63366336633663,50,40,
"Nu: 9e-05, Gamma: 0.5",976,34,0,0,96.63366336633663,50,40,
"Nu: 9e-05, Gamma: 0.7",976,34,0,0,96.63366336633663,50,40,
"Nu: 9e-05, Gamma: 0.9",976,34,0,0,96.63366336633663,50,40,
"Nu: 9e-05, Gamma: 0.99",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0001, Gamma: 1e-05",966,32,10,2,95.84158415841584,50,40,
"Nu: 0.0001, Gamma: 2e-05",976,32,0,2,96.83168316831683,50,40,
"Nu: 0.0001, Gamma: 3e-05",976,33,0,1,96.73267326732673,50,40,
"Nu: 0.0001, Gamma: 4e-05",976,33,0,1,96.73267326732673,50,40,
"Nu: 0.0001, Gamma: 5e-05",976,33,0,1,96.73267326732673,50,40,
"Nu: 0.0001, Gamma: 6e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0001, Gamma: 7e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0001, Gamma: 8e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0001, Gamma: 9e-05",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0001, Gamma: 0.0001",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0001, Gamma: 0.0002",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0001, Gamma: 0.0003",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0001, Gamma: 0.0004",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0001, Gamma: 0.005",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0001, Gamma: 0.05",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0001, Gamma: 0.0625",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0001, Gamma: 0.1",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0001, Gamma: 0.2",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0001, Gamma: 0.5",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0001, Gamma: 0.7",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0001, Gamma: 0.9",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0001, Gamma: 0.99",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0002, Gamma: 1e-05",883,21,93,13,88.71287128712872,50,40,
"Nu: 0.0002, Gamma: 2e-05",742,9,234,25,75.94059405940594,50,40,
"Nu: 0.0002, Gamma: 3e-05",740,11,236,23,75.54455445544555,50,40,
"Nu: 0.0002, Gamma: 4e-05",967,30,9,4,96.13861386138613,50,40,
"Nu: 0.0002, Gamma: 5e-05",973,32,3,2,96.53465346534654,50,40,
"Nu: 0.0002, Gamma: 6e-05",746,9,230,25,76.33663366336634,50,40,
"Nu: 0.0002, Gamma: 7e-05",748,10,228,24,76.43564356435644,50,40,
"Nu: 0.0002, Gamma: 8e-05",913,23,63,11,91.48514851485149,50,40,
"Nu: 0.0002, Gamma: 9e-05",890,29,86,5,88.61386138613861,50,40,
"Nu: 0.0002, Gamma: 0.0001",954,26,22,8,95.24752475247524,50,40,
"Nu: 0.0002, Gamma: 0.0002",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0002, Gamma: 0.0003",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0002, Gamma: 0.0004",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0002, Gamma: 0.005",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0002, Gamma: 0.05",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0002, Gamma: 0.0625",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0002, Gamma: 0.1",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0002, Gamma: 0.2",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0002, Gamma: 0.5",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0002, Gamma: 0.7",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0002, Gamma: 0.9",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0002, Gamma: 0.99",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0003, Gamma: 1e-05",932,26,44,8,93.06930693069307,50,40,
"Nu: 0.0003, Gamma: 2e-05",720,5,256,29,74.15841584158416,50,40,
"Nu: 0.0003, Gamma: 3e-05",942,29,34,5,93.76237623762376,50,40,
"Nu: 0.0003, Gamma: 4e-05",730,8,246,26,74.85148514851485,50,40,
"Nu: 0.0003, Gamma: 5e-05",733,6,243,28,75.34653465346534,50,40,
"Nu: 0.0003, Gamma: 6e-05",744,9,232,25,76.13861386138613,50,40,
"Nu: 0.0003, Gamma: 7e-05",747,10,229,24,76.33663366336634,50,40,
"Nu: 0.0003, Gamma: 8e-05",895,23,81,11,89.70297029702971,50,40,
"Nu: 0.0003, Gamma: 9e-05",900,30,76,4,89.50495049504951,50,40,
"Nu: 0.0003, Gamma: 0.0001",945,24,31,10,94.55445544554455,50,40,
"Nu: 0.0003, Gamma: 0.0002",976,31,0,3,96.93069306930693,50,40,
"Nu: 0.0003, Gamma: 0.0003",974,33,2,1,96.53465346534654,50,40,
"Nu: 0.0003, Gamma: 0.0004",879,20,97,14,88.41584158415841,50,40,
"Nu: 0.0003, Gamma: 0.005",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0003, Gamma: 0.05",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0003, Gamma: 0.0625",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0003, Gamma: 0.1",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0003, Gamma: 0.2",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0003, Gamma: 0.5",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0003, Gamma: 0.7",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0003, Gamma: 0.9",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0003, Gamma: 0.99",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0004, Gamma: 1e-05",710,4,266,30,73.26732673267327,50,40,
"Nu: 0.0004, Gamma: 2e-05",719,5,257,29,74.05940594059406,50,40,
"Nu: 0.0004, Gamma: 3e-05",729,6,247,28,74.95049504950495,50,40,
"Nu: 0.0004, Gamma: 4e-05",729,8,247,26,74.75247524752476,50,40,
"Nu: 0.0004, Gamma: 5e-05",730,7,246,27,74.95049504950495,50,40,
"Nu: 0.0004, Gamma: 6e-05",737,8,239,26,75.54455445544555,50,40,
"Nu: 0.0004, Gamma: 7e-05",742,10,234,24,75.84158415841584,50,40,
"Nu: 0.0004, Gamma: 8e-05",870,22,106,12,87.32673267326733,50,40,
"Nu: 0.0004, Gamma: 9e-05",896,27,80,7,89.4059405940594,50,40,
"Nu: 0.0004, Gamma: 0.0001",913,27,63,7,91.0891089108911,50,40,
"Nu: 0.0004, Gamma: 0.0002",932,29,44,5,92.77227722772278,50,40,
"Nu: 0.0004, Gamma: 0.0003",849,18,127,16,85.64356435643565,50,40,
"Nu: 0.0004, Gamma: 0.0004",810,15,166,19,82.07920792079207,50,40,
"Nu: 0.0004, Gamma: 0.005",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0004, Gamma: 0.05",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0004, Gamma: 0.0625",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0004, Gamma: 0.1",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0004, Gamma: 0.2",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0004, Gamma: 0.5",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0004, Gamma: 0.7",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0004, Gamma: 0.9",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0004, Gamma: 0.99",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.005, Gamma: 1e-05",710,4,266,30,73.26732673267327,50,40,
"Nu: 0.005, Gamma: 2e-05",727,4,249,30,74.95049504950495,50,40,
"Nu: 0.005, Gamma: 3e-05",733,6,243,28,75.34653465346534,50,40,
"Nu: 0.005, Gamma: 4e-05",734,4,242,30,75.64356435643565,50,40,
"Nu: 0.005, Gamma: 5e-05",738,7,238,27,75.74257425742574,50,40,
"Nu: 0.005, Gamma: 6e-05",738,9,238,25,75.54455445544555,50,40,
"Nu: 0.005, Gamma: 7e-05",741,9,235,25,75.84158415841584,50,40,
"Nu: 0.005, Gamma: 8e-05",744,10,232,24,76.03960396039604,50,40,
"Nu: 0.005, Gamma: 9e-05",744,10,232,24,76.03960396039604,50,40,
"Nu: 0.005, Gamma: 0.0001",748,10,228,24,76.43564356435644,50,40,
"Nu: 0.005, Gamma: 0.0002",764,12,212,22,77.82178217821783,50,40,
"Nu: 0.005, Gamma: 0.0003",797,13,179,21,80.990099009901,50,40,
"Nu: 0.005, Gamma: 0.0004",840,15,136,19,85.04950495049505,50,40,
"Nu: 0.005, Gamma: 0.005",937,25,39,9,93.66336633663367,50,40,
"Nu: 0.005, Gamma: 0.05",966,31,10,3,95.94059405940594,50,40,
"Nu: 0.005, Gamma: 0.0625",967,31,9,3,96.03960396039604,50,40,
"Nu: 0.005, Gamma: 0.1",970,30,6,4,96.43564356435644,50,40,
"Nu: 0.005, Gamma: 0.2",976,33,0,1,96.73267326732673,50,40,
"Nu: 0.005, Gamma: 0.5",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.005, Gamma: 0.7",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.005, Gamma: 0.9",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.005, Gamma: 0.99",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.05, Gamma: 1e-05",710,4,266,30,73.26732673267327,50,40,
"Nu: 0.05, Gamma: 2e-05",727,4,249,30,74.95049504950495,50,40,
"Nu: 0.05, Gamma: 3e-05",732,4,244,30,75.44554455445545,50,40,
"Nu: 0.05, Gamma: 4e-05",734,6,242,28,75.44554455445545,50,40,
"Nu: 0.05, Gamma: 5e-05",737,6,239,28,75.74257425742574,50,40,
"Nu: 0.05, Gamma: 6e-05",738,7,238,27,75.74257425742574,50,40,
"Nu: 0.05, Gamma: 7e-05",741,9,235,25,75.84158415841584,50,40,
"Nu: 0.05, Gamma: 8e-05",744,8,232,26,76.23762376237624,50,40,
"Nu: 0.05, Gamma: 9e-05",747,10,229,24,76.33663366336634,50,40,
"Nu: 0.05, Gamma: 0.0001",747,8,229,26,76.53465346534654,50,40,
"Nu: 0.05, Gamma: 0.0002",763,12,213,22,77.72277227722772,50,40,
"Nu: 0.05, Gamma: 0.0003",793,13,183,21,80.5940594059406,50,40,
"Nu: 0.05, Gamma: 0.0004",820,13,156,21,83.26732673267327,50,40,
"Nu: 0.05, Gamma: 0.005",935,22,41,12,93.76237623762376,50,40,
"Nu: 0.05, Gamma: 0.05",966,31,10,3,95.94059405940594,50,40,
"Nu: 0.05, Gamma: 0.0625",968,31,8,3,96.13861386138613,50,40,
"Nu: 0.05, Gamma: 0.1",970,30,6,4,96.43564356435644,50,40,
"Nu: 0.05, Gamma: 0.2",974,31,2,3,96.73267326732673,50,40,
"Nu: 0.05, Gamma: 0.5",976,32,0,2,96.83168316831683,50,40,
"Nu: 0.05, Gamma: 0.7",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.05, Gamma: 0.9",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.05, Gamma: 0.99",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0625, Gamma: 1e-05",710,4,266,30,73.26732673267327,50,40,
"Nu: 0.0625, Gamma: 2e-05",727,4,249,30,74.95049504950495,50,40,
"Nu: 0.0625, Gamma: 3e-05",730,4,246,30,75.24752475247524,50,40,
"Nu: 0.0625, Gamma: 4e-05",734,4,242,30,75.64356435643565,50,40,
"Nu: 0.0625, Gamma: 5e-05",737,8,239,26,75.54455445544555,50,40,
"Nu: 0.0625, Gamma: 6e-05",738,7,238,27,75.74257425742574,50,40,
"Nu: 0.0625, Gamma: 7e-05",741,9,235,25,75.84158415841584,50,40,
"Nu: 0.0625, Gamma: 8e-05",743,10,233,24,75.94059405940594,50,40,
"Nu: 0.0625, Gamma: 9e-05",747,8,229,26,76.53465346534654,50,40,
"Nu: 0.0625, Gamma: 0.0001",747,8,229,26,76.53465346534654,50,40,
"Nu: 0.0625, Gamma: 0.0002",763,10,213,24,77.92079207920793,50,40,
"Nu: 0.0625, Gamma: 0.0003",793,11,183,23,80.79207920792079,50,40,
"Nu: 0.0625, Gamma: 0.0004",820,13,156,21,83.26732673267327,50,40,
"Nu: 0.0625, Gamma: 0.005",936,24,40,10,93.66336633663367,50,40,
"Nu: 0.0625, Gamma: 0.05",966,29,10,5,96.13861386138613,50,40,
"Nu: 0.0625, Gamma: 0.0625",968,29,8,5,96.33663366336633,50,40,
"Nu: 0.0625, Gamma: 0.1",970,30,6,4,96.43564356435644,50,40,
"Nu: 0.0625, Gamma: 0.2",974,31,2,3,96.73267326732673,50,40,
"Nu: 0.0625, Gamma: 0.5",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.0625, Gamma: 0.7",976,32,0,2,96.83168316831683,50,40,
"Nu: 0.0625, Gamma: 0.9",976,32,0,2,96.83168316831683,50,40,
"Nu: 0.0625, Gamma: 0.99",976,32,0,2,96.83168316831683,50,40,
"Nu: 0.1, Gamma: 1e-05",710,2,266,32,73.46534653465346,50,40,
"Nu: 0.1, Gamma: 2e-05",727,4,249,30,74.95049504950495,50,40,
"Nu: 0.1, Gamma: 3e-05",732,6,244,28,75.24752475247524,50,40,
"Nu: 0.1, Gamma: 4e-05",734,4,242,30,75.64356435643565,50,40,
"Nu: 0.1, Gamma: 5e-05",737,8,239,26,75.54455445544555,50,40,
"Nu: 0.1, Gamma: 6e-05",738,7,238,27,75.74257425742574,50,40,
"Nu: 0.1, Gamma: 7e-05",741,9,235,25,75.84158415841584,50,40,
"Nu: 0.1, Gamma: 8e-05",744,8,232,26,76.23762376237624,50,40,
"Nu: 0.1, Gamma: 9e-05",747,8,229,26,76.53465346534654,50,40,
"Nu: 0.1, Gamma: 0.0001",747,8,229,26,76.53465346534654,50,40,
"Nu: 0.1, Gamma: 0.0002",763,12,213,22,77.72277227722772,50,40,
"Nu: 0.1, Gamma: 0.0003",793,13,183,21,80.5940594059406,50,40,
"Nu: 0.1, Gamma: 0.0004",821,15,155,19,83.16831683168317,50,40,
"Nu: 0.1, Gamma: 0.005",936,22,40,12,93.86138613861385,50,40,
"Nu: 0.1, Gamma: 0.05",966,29,10,5,96.13861386138613,50,40,
"Nu: 0.1, Gamma: 0.0625",968,29,8,5,96.33663366336633,50,40,
"Nu: 0.1, Gamma: 0.1",970,32,6,2,96.23762376237623,50,40,
"Nu: 0.1, Gamma: 0.2",974,33,2,1,96.53465346534654,50,40,
"Nu: 0.1, Gamma: 0.5",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.1, Gamma: 0.7",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.1, Gamma: 0.9",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.1, Gamma: 0.99",976,34,0,0,96.63366336633663,50,40,
"Nu: 0.2, Gamma: 1e-05",711,6,265,28,73.16831683168317,50,40,
"Nu: 0.2, Gamma: 2e-05",727,4,249,30,74.95049504950495,50,40,
"Nu: 0.2, Gamma: 3e-05",731,5,245,29,75.24752475247524,50,40,
"Nu: 0.2, Gamma: 4e-05",735,5,241,29,75.64356435643565,50,40,
"Nu: 0.2, Gamma: 5e-05",737,8,239,26,75.54455445544555,50,40,
"Nu: 0.2, Gamma: 6e-05",738,9,238,25,75.54455445544555,50,40,
"Nu: 0.2, Gamma: 7e-05",741,9,235,25,75.84158415841584,50,40,
"Nu: 0.2, Gamma: 8e-05",744,8,232,26,76.23762376237624,50,40,
"Nu: 0.2, Gamma: 9e-05",747,8,229,26,76.53465346534654,50,40,
"Nu: 0.2, Gamma: 0.0001",747,8,229,26,76.53465346534654,50,40,
"Nu: 0.2, Gamma: 0.0002",763,10,213,24,77.92079207920793,50,40,
"Nu: 0.2, Gamma: 0.0003",793,13,183,21,80.5940594059406,50,40,
"Nu: 0.2, Gamma: 0.0004",820,13,156,21,83.26732673267327,50,40,
"Nu: 0.2, Gamma: 0.005",936,24,40,10,93.66336633663367,50,40,
"Nu: 0.2, Gamma: 0.05",966,29,10,5,96.13861386138613,50,40,
"Nu: 0.2, Gamma: 0.0625",968,29,8,5,96.33663366336633,50,40,
