Features: 16,,,,,,,,,,
Target Class: x264,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,94.6719826,303
"Nu: 0.5, Gamma: 0.9",247,255,47,4969,94.52700254,10,40,,,
"Nu: 0.5, Gamma: 0.99",247,255,45,4971,94.56324755,10,40,,,
"Nu: 0.7, Gamma: 0.0001",63,439,4,5012,91.97172889,10,40,,,
"Nu: 0.7, Gamma: 0.0002",33,469,1,5015,91.48242117,10,40,,,
"Nu: 0.7, Gamma: 0.0003",171,331,62,4954,92.8778543,10,40,,,
"Nu: 0.7, Gamma: 0.0004",84,418,8,5008,92.27981153,10,40,,,
"Nu: 0.7, Gamma: 0.005",162,340,50,4966,92.93222182,10,40,,,
"Nu: 0.7, Gamma: 0.05",158,344,34,4982,93.14969192,10,40,,,
"Nu: 0.7, Gamma: 0.0625",157,345,26,4990,93.27654947,10,40,,,
"Nu: 0.7, Gamma: 0.1",160,342,19,4997,93.45777456,10,40,,,
"Nu: 0.7, Gamma: 0.2",157,345,9,5007,93.58463211,10,40,,,
"Nu: 0.7, Gamma: 0.5",167,335,1,5015,93.91083726,10,40,,,
"Nu: 0.7, Gamma: 0.7",169,333,0,5016,93.96520478,10,40,,,
"Nu: 0.7, Gamma: 0.9",171,331,0,5016,94.0014498,10,40,,,
"Nu: 0.7, Gamma: 0.99",174,328,0,5016,94.05581733,10,40,,,
"Nu: 0.9, Gamma: 0.0001",0,502,0,5016,90.90250091,10,40,,,
"Nu: 0.9, Gamma: 0.0002",0,502,0,5016,90.90250091,10,40,,,
"Nu: 0.9, Gamma: 0.0003",1,501,0,5016,90.92062341,10,40,,,
"Nu: 0.9, Gamma: 0.0004",12,490,0,5016,91.119971,10,40,,,
"Nu: 0.9, Gamma: 0.005",58,444,2,5014,91.91736136,10,40,,,
"Nu: 0.9, Gamma: 0.05",62,440,2,5014,91.9898514,10,40,,,
"Nu: 0.9, Gamma: 0.0625",63,439,2,5014,92.0079739,10,40,,,
"Nu: 0.9, Gamma: 0.1",66,436,0,5016,92.09858644,10,40,,,
"Nu: 0.9, Gamma: 0.2",70,432,0,5016,92.17107648,10,40,,,
"Nu: 0.9, Gamma: 0.5",74,428,0,5016,92.24356651,10,40,,,
"Nu: 0.9, Gamma: 0.7",74,428,0,5016,92.24356651,10,40,,,
"Nu: 0.9, Gamma: 0.9",73,429,0,5016,92.225444,10,40,,,
"Nu: 0.9, Gamma: 0.99",73,429,0,5016,92.225444,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,502,0,5016,90.90250091,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,502,0,5016,90.90250091,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,502,0,5016,90.90250091,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,502,0,5016,90.90250091,10,40,,,
"Nu: 0.99, Gamma: 0.005",6,496,0,5016,91.01123596,10,40,,,
"Nu: 0.99, Gamma: 0.05",7,495,0,5016,91.02935846,10,40,,,
"Nu: 0.99, Gamma: 0.0625",8,494,0,5016,91.04748097,10,40,,,
"Nu: 0.99, Gamma: 0.1",8,494,0,5016,91.04748097,10,40,,,
"Nu: 0.99, Gamma: 0.2",7,495,0,5016,91.02935846,10,40,,,
"Nu: 0.99, Gamma: 0.5",9,493,0,5016,91.06560348,10,40,,,
"Nu: 0.99, Gamma: 0.7",8,494,0,5016,91.04748097,10,40,,,
"Nu: 0.99, Gamma: 0.9",8,494,0,5016,91.04748097,10,40,,,
"Nu: 0.99, Gamma: 0.99",8,494,0,5016,91.04748097,10,40,,,
