Features: 16,,,,,,,,,,,,
Target Class: blackscholes,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,94.08284024,31,2924,2193
"Nu: 0.05, Gamma: 0.005",287,23,49,8,80.38147139,30,40,,,,,
"Nu: 0.05, Gamma: 0.05",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.05, Gamma: 0.0625",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.05, Gamma: 0.1",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.05, Gamma: 0.2",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.05, Gamma: 0.5",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.05, Gamma: 0.7",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.05, Gamma: 0.9",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.05, Gamma: 0.99",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.0625, Gamma: 1e-05",114,4,222,27,38.41961853,30,40,,,,,
"Nu: 0.0625, Gamma: 2e-05",167,11,169,20,50.95367847,30,40,,,,,
"Nu: 0.0625, Gamma: 3e-05",184,12,152,19,55.3133515,30,40,,,,,
"Nu: 0.0625, Gamma: 4e-05",159,8,177,23,49.59128065,30,40,,,,,
"Nu: 0.0625, Gamma: 5e-05",203,13,133,18,60.21798365,30,40,,,,,
"Nu: 0.0625, Gamma: 6e-05",177,10,159,21,53.95095368,30,40,,,,,
"Nu: 0.0625, Gamma: 7e-05",218,15,118,16,63.76021798,30,40,,,,,
"Nu: 0.0625, Gamma: 8e-05",190,11,146,20,57.22070845,30,40,,,,,
"Nu: 0.0625, Gamma: 9e-05",192,11,144,20,57.76566757,30,40,,,,,
"Nu: 0.0625, Gamma: 0.0001",226,15,110,16,65.9400545,30,40,,,,,
"Nu: 0.0625, Gamma: 0.0002",214,11,122,20,63.76021798,30,40,,,,,
"Nu: 0.0625, Gamma: 0.0003",229,13,107,18,67.30245232,30,40,,,,,
"Nu: 0.0625, Gamma: 0.0004",267,18,69,13,76.29427793,30,40,,,,,
"Nu: 0.0625, Gamma: 0.005",286,23,50,8,80.10899183,30,40,,,,,
"Nu: 0.0625, Gamma: 0.05",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.0625, Gamma: 0.0625",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.0625, Gamma: 0.1",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.0625, Gamma: 0.2",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.0625, Gamma: 0.5",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.0625, Gamma: 0.7",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.0625, Gamma: 0.9",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.0625, Gamma: 0.99",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.1, Gamma: 1e-05",115,4,221,27,38.69209809,30,40,,,,,
"Nu: 0.1, Gamma: 2e-05",167,11,169,20,50.95367847,30,40,,,,,
"Nu: 0.1, Gamma: 3e-05",184,12,152,19,55.3133515,30,40,,,,,
"Nu: 0.1, Gamma: 4e-05",159,8,177,23,49.59128065,30,40,,,,,
"Nu: 0.1, Gamma: 5e-05",170,9,166,22,52.31607629,30,40,,,,,
"Nu: 0.1, Gamma: 6e-05",177,10,159,21,53.95095368,30,40,,,,,
"Nu: 0.1, Gamma: 7e-05",185,11,151,20,55.85831063,30,40,,,,,
"Nu: 0.1, Gamma: 8e-05",222,15,114,16,64.85013624,30,40,,,,,
"Nu: 0.1, Gamma: 9e-05",192,11,144,20,57.76566757,30,40,,,,,
"Nu: 0.1, Gamma: 0.0001",194,11,142,20,58.3106267,30,40,,,,,
"Nu: 0.1, Gamma: 0.0002",246,15,90,16,71.38964578,30,40,,,,,
"Nu: 0.1, Gamma: 0.0003",229,13,107,18,67.30245232,30,40,,,,,
"Nu: 0.1, Gamma: 0.0004",235,14,101,17,68.66485014,30,40,,,,,
"Nu: 0.1, Gamma: 0.005",287,23,49,8,80.38147139,30,40,,,,,
"Nu: 0.1, Gamma: 0.05",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.1, Gamma: 0.0625",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.1, Gamma: 0.1",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.1, Gamma: 0.2",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.1, Gamma: 0.5",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.1, Gamma: 0.7",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.1, Gamma: 0.9",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.1, Gamma: 0.99",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.2, Gamma: 1e-05",115,7,221,24,37.8746594,30,40,,,,,
"Nu: 0.2, Gamma: 2e-05",159,13,177,18,48.22888283,30,40,,,,,
"Nu: 0.2, Gamma: 3e-05",152,8,184,23,47.68392371,30,40,,,,,
"Nu: 0.2, Gamma: 4e-05",159,8,177,23,49.59128065,30,40,,,,,
"Nu: 0.2, Gamma: 5e-05",202,13,134,18,59.94550409,30,40,,,,,
"Nu: 0.2, Gamma: 6e-05",209,14,127,17,61.58038147,30,40,,,,,
"Nu: 0.2, Gamma: 7e-05",185,11,151,20,55.85831063,30,40,,,,,
"Nu: 0.2, Gamma: 8e-05",190,11,146,20,57.22070845,30,40,,,,,
"Nu: 0.2, Gamma: 9e-05",224,15,112,16,65.39509537,30,40,,,,,
"Nu: 0.2, Gamma: 0.0001",194,11,142,20,58.3106267,30,40,,,,,
"Nu: 0.2, Gamma: 0.0002",214,11,122,20,63.76021798,30,40,,,,,
"Nu: 0.2, Gamma: 0.0003",261,17,75,14,74.93188011,30,40,,,,,
"Nu: 0.2, Gamma: 0.0004",235,14,101,17,68.66485014,30,40,,,,,
"Nu: 0.2, Gamma: 0.005",287,23,49,8,80.38147139,30,40,,,,,
"Nu: 0.2, Gamma: 0.05",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.2, Gamma: 0.0625",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.2, Gamma: 0.1",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.2, Gamma: 0.2",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.2, Gamma: 0.5",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.2, Gamma: 0.7",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.2, Gamma: 0.9",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.2, Gamma: 0.99",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.5, Gamma: 1e-05",163,16,173,15,48.5013624,30,40,,,,,
"Nu: 0.5, Gamma: 2e-05",181,16,155,15,53.40599455,30,40,,,,,
"Nu: 0.5, Gamma: 3e-05",170,13,166,18,51.22615804,30,40,,,,,
"Nu: 0.5, Gamma: 4e-05",183,13,153,18,54.76839237,30,40,,,,,
"Nu: 0.5, Gamma: 5e-05",192,15,144,16,56.67574932,30,40,,,,,
"Nu: 0.5, Gamma: 6e-05",194,15,142,16,57.22070845,30,40,,,,,
"Nu: 0.5, Gamma: 7e-05",198,15,138,16,58.3106267,30,40,,,,,
"Nu: 0.5, Gamma: 8e-05",200,16,136,15,58.58310627,30,40,,,,,
"Nu: 0.5, Gamma: 9e-05",202,16,134,15,59.1280654,30,40,,,,,
"Nu: 0.5, Gamma: 0.0001",203,17,133,14,59.1280654,30,40,,,,,
"Nu: 0.5, Gamma: 0.0002",215,16,121,15,62.67029973,30,40,,,,,
"Nu: 0.5, Gamma: 0.0003",259,20,77,11,73.56948229,30,40,,,,,
"Nu: 0.5, Gamma: 0.0004",262,20,74,11,74.38692098,30,40,,,,,
"Nu: 0.5, Gamma: 0.005",287,23,49,8,80.38147139,30,40,,,,,
"Nu: 0.5, Gamma: 0.05",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.5, Gamma: 0.0625",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.5, Gamma: 0.1",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.5, Gamma: 0.2",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.5, Gamma: 0.5",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.5, Gamma: 0.7",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.5, Gamma: 0.9",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.5, Gamma: 0.99",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.7, Gamma: 1e-05",289,21,47,10,81.47138965,30,40,,,,,
"Nu: 0.7, Gamma: 2e-05",265,23,71,8,74.38692098,30,40,,,,,
"Nu: 0.7, Gamma: 3e-05",244,23,92,8,68.66485014,30,40,,,,,
"Nu: 0.7, Gamma: 4e-05",242,23,94,8,68.11989101,30,40,,,,,
"Nu: 0.7, Gamma: 5e-05",213,19,123,12,61.30790191,30,40,,,,,
"Nu: 0.7, Gamma: 6e-05",213,20,123,11,61.03542234,30,40,,,,,
"Nu: 0.7, Gamma: 7e-05",245,24,91,7,68.66485014,30,40,,,,,
"Nu: 0.7, Gamma: 8e-05",248,25,88,6,69.20980926,30,40,,,,,
"Nu: 0.7, Gamma: 9e-05",249,25,87,6,69.48228883,30,40,,,,,
"Nu: 0.7, Gamma: 0.0001",218,21,118,10,62.1253406,30,40,,,,,
"Nu: 0.7, Gamma: 0.0002",222,21,114,10,63.21525886,30,40,,,,,
"Nu: 0.7, Gamma: 0.0003",261,25,75,6,72.7520436,30,40,,,,,
"Nu: 0.7, Gamma: 0.0004",237,22,99,9,67.02997275,30,40,,,,,
"Nu: 0.7, Gamma: 0.005",320,27,16,4,88.28337875,30,40,,,,,
"Nu: 0.7, Gamma: 0.05",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.7, Gamma: 0.0625",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.7, Gamma: 0.1",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.7, Gamma: 0.2",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.7, Gamma: 0.5",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.7, Gamma: 0.7",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.7, Gamma: 0.9",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.7, Gamma: 0.99",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.9, Gamma: 1e-05",336,30,0,1,91.82561308,30,40,,,,,
"Nu: 0.9, Gamma: 2e-05",335,30,1,1,91.55313351,30,40,,,,,
"Nu: 0.9, Gamma: 3e-05",335,30,1,1,91.55313351,30,40,,,,,
"Nu: 0.9, Gamma: 4e-05",335,30,1,1,91.55313351,30,40,,,,,
"Nu: 0.9, Gamma: 5e-05",335,31,1,0,91.28065395,30,40,,,,,
"Nu: 0.9, Gamma: 6e-05",335,31,1,0,91.28065395,30,40,,,,,
"Nu: 0.9, Gamma: 7e-05",335,30,1,1,91.55313351,30,40,,,,,
"Nu: 0.9, Gamma: 8e-05",335,30,1,1,91.55313351,30,40,,,,,
"Nu: 0.9, Gamma: 9e-05",335,29,1,2,91.82561308,30,40,,,,,
"Nu: 0.9, Gamma: 0.0001",335,29,1,2,91.82561308,30,40,,,,,
"Nu: 0.9, Gamma: 0.0002",332,29,4,2,91.00817439,30,40,,,,,
"Nu: 0.9, Gamma: 0.0003",317,29,19,2,86.92098093,30,40,,,,,
"Nu: 0.9, Gamma: 0.0004",290,29,46,2,79.5640327,30,40,,,,,
"Nu: 0.9, Gamma: 0.005",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.9, Gamma: 0.05",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.9, Gamma: 0.0625",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.9, Gamma: 0.1",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.9, Gamma: 0.2",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.9, Gamma: 0.5",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.9, Gamma: 0.7",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.9, Gamma: 0.9",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.9, Gamma: 0.99",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.99, Gamma: 1e-05",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.99, Gamma: 2e-05",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.99, Gamma: 3e-05",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.99, Gamma: 4e-05",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.99, Gamma: 5e-05",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.99, Gamma: 6e-05",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.99, Gamma: 7e-05",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.99, Gamma: 8e-05",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.99, Gamma: 9e-05",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.99, Gamma: 0.0001",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.99, Gamma: 0.0002",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.99, Gamma: 0.0003",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.99, Gamma: 0.0004",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.99, Gamma: 0.005",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.99, Gamma: 0.05",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.99, Gamma: 0.0625",304,27,32,4,83.92370572,30,40,,,,,
"Nu: 0.99, Gamma: 0.1",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.99, Gamma: 0.2",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.99, Gamma: 0.5",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.99, Gamma: 0.7",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.99, Gamma: 0.9",336,31,0,0,91.55313351,30,40,,,,,
"Nu: 0.99, Gamma: 0.99",336,31,0,0,91.55313351,30,40,,,,,
,,,,,,,,,,,,
Target Class: blackscholes_cachehalf,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,,,
"Nu: 5e-05, Gamma: 1e-05",236,20,68,14,73.96449704,30,40,,,,,
"Nu: 5e-05, Gamma: 2e-05",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 5e-05, Gamma: 3e-05",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 5e-05, Gamma: 4e-05",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 5e-05, Gamma: 5e-05",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 5e-05, Gamma: 6e-05",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 5e-05, Gamma: 7e-05",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 5e-05, Gamma: 8e-05",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 5e-05, Gamma: 9e-05",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 5e-05, Gamma: 0.0001",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 5e-05, Gamma: 0.0002",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 5e-05, Gamma: 0.0003",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 5e-05, Gamma: 0.0004",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 5e-05, Gamma: 0.005",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 5e-05, Gamma: 0.05",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 5e-05, Gamma: 0.0625",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 5e-05, Gamma: 0.1",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 5e-05, Gamma: 0.2",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 5e-05, Gamma: 0.5",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 5e-05, Gamma: 0.7",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 5e-05, Gamma: 0.9",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 5e-05, Gamma: 0.99",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 6e-05, Gamma: 1e-05",127,12,177,22,44.08284024,30,40,,,,,
"Nu: 6e-05, Gamma: 2e-05",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 6e-05, Gamma: 3e-05",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 6e-05, Gamma: 4e-05",218,19,86,15,68.93491124,30,40,,,,,
"Nu: 6e-05, Gamma: 5e-05",247,21,57,13,76.92307692,30,40,,,,,
"Nu: 6e-05, Gamma: 6e-05",252,22,52,12,78.10650888,30,40,,,,,
"Nu: 6e-05, Gamma: 7e-05",256,26,48,8,78.10650888,30,40,,,,,
"Nu: 6e-05, Gamma: 8e-05",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 6e-05, Gamma: 9e-05",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 6e-05, Gamma: 0.0001",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 6e-05, Gamma: 0.0002",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 6e-05, Gamma: 0.0003",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 6e-05, Gamma: 0.0004",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 6e-05, Gamma: 0.005",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 6e-05, Gamma: 0.05",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 6e-05, Gamma: 0.0625",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 6e-05, Gamma: 0.1",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 6e-05, Gamma: 0.2",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 6e-05, Gamma: 0.5",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 6e-05, Gamma: 0.7",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 6e-05, Gamma: 0.9",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 6e-05, Gamma: 0.99",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 7e-05, Gamma: 1e-05",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 7e-05, Gamma: 2e-05",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 7e-05, Gamma: 3e-05",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 7e-05, Gamma: 4e-05",218,19,86,15,68.93491124,30,40,,,,,
"Nu: 7e-05, Gamma: 5e-05",247,21,57,13,76.92307692,30,40,,,,,
"Nu: 7e-05, Gamma: 6e-05",252,22,52,12,78.10650888,30,40,,,,,
"Nu: 7e-05, Gamma: 7e-05",256,26,48,8,78.10650888,30,40,,,,,
"Nu: 7e-05, Gamma: 8e-05",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 7e-05, Gamma: 9e-05",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 7e-05, Gamma: 0.0001",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 7e-05, Gamma: 0.0002",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 7e-05, Gamma: 0.0003",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 7e-05, Gamma: 0.0004",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 7e-05, Gamma: 0.005",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 7e-05, Gamma: 0.05",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 7e-05, Gamma: 0.0625",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 7e-05, Gamma: 0.1",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 7e-05, Gamma: 0.2",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 7e-05, Gamma: 0.5",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 7e-05, Gamma: 0.7",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 7e-05, Gamma: 0.9",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 7e-05, Gamma: 0.99",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 8e-05, Gamma: 1e-05",304,31,0,3,90.82840237,30,40,,,,,
"Nu: 8e-05, Gamma: 2e-05",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 8e-05, Gamma: 3e-05",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 8e-05, Gamma: 4e-05",218,19,86,15,68.93491124,30,40,,,,,
"Nu: 8e-05, Gamma: 5e-05",247,21,57,13,76.92307692,30,40,,,,,
"Nu: 8e-05, Gamma: 6e-05",252,22,52,12,78.10650888,30,40,,,,,
"Nu: 8e-05, Gamma: 7e-05",256,26,48,8,78.10650888,30,40,,,,,
"Nu: 8e-05, Gamma: 8e-05",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 8e-05, Gamma: 9e-05",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 8e-05, Gamma: 0.0001",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 8e-05, Gamma: 0.0002",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 8e-05, Gamma: 0.0003",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 8e-05, Gamma: 0.0004",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 8e-05, Gamma: 0.005",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 8e-05, Gamma: 0.05",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 8e-05, Gamma: 0.0625",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 8e-05, Gamma: 0.1",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 8e-05, Gamma: 0.2",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 8e-05, Gamma: 0.5",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 8e-05, Gamma: 0.7",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 8e-05, Gamma: 0.9",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 8e-05, Gamma: 0.99",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 9e-05, Gamma: 1e-05",304,31,0,3,90.82840237,30,40,,,,,
"Nu: 9e-05, Gamma: 2e-05",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 9e-05, Gamma: 3e-05",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 9e-05, Gamma: 4e-05",218,19,86,15,68.93491124,30,40,,,,,
"Nu: 9e-05, Gamma: 5e-05",247,21,57,13,76.92307692,30,40,,,,,
"Nu: 9e-05, Gamma: 6e-05",252,22,52,12,78.10650888,30,40,,,,,
"Nu: 9e-05, Gamma: 7e-05",256,26,48,8,78.10650888,30,40,,,,,
"Nu: 9e-05, Gamma: 8e-05",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 9e-05, Gamma: 9e-05",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 9e-05, Gamma: 0.0001",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 9e-05, Gamma: 0.0002",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 9e-05, Gamma: 0.0003",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 9e-05, Gamma: 0.0004",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 9e-05, Gamma: 0.005",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 9e-05, Gamma: 0.05",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 9e-05, Gamma: 0.0625",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 9e-05, Gamma: 0.1",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 9e-05, Gamma: 0.2",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 9e-05, Gamma: 0.5",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 9e-05, Gamma: 0.7",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 9e-05, Gamma: 0.9",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 9e-05, Gamma: 0.99",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 0.0001, Gamma: 1e-05",304,23,0,11,93.19526627,30,40,,,,,
"Nu: 0.0001, Gamma: 2e-05",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 0.0001, Gamma: 3e-05",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 0.0001, Gamma: 4e-05",218,19,86,15,68.93491124,30,40,,,,,
"Nu: 0.0001, Gamma: 5e-05",247,21,57,13,76.92307692,30,40,,,,,
"Nu: 0.0001, Gamma: 6e-05",252,22,52,12,78.10650888,30,40,,,,,
"Nu: 0.0001, Gamma: 7e-05",256,26,48,8,78.10650888,30,40,,,,,
"Nu: 0.0001, Gamma: 8e-05",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 0.0001, Gamma: 9e-05",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 0.0001, Gamma: 0.0001",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 0.0001, Gamma: 0.0002",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 0.0001, Gamma: 0.0003",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 0.0001, Gamma: 0.0004",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 0.0001, Gamma: 0.005",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 0.0001, Gamma: 0.05",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 0.0001, Gamma: 0.0625",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 0.0001, Gamma: 0.1",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 0.0001, Gamma: 0.2",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 0.0001, Gamma: 0.5",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 0.0001, Gamma: 0.7",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 0.0001, Gamma: 0.9",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 0.0001, Gamma: 0.99",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 0.0002, Gamma: 1e-05",304,20,0,14,94.08284024,30,40,,,,,
"Nu: 0.0002, Gamma: 2e-05",134,9,170,25,47.04142012,30,40,,,,,
"Nu: 0.0002, Gamma: 3e-05",146,9,158,25,50.59171598,30,40,,,,,
"Nu: 0.0002, Gamma: 4e-05",269,31,35,3,80.47337278,30,40,,,,,
"Nu: 0.0002, Gamma: 5e-05",304,31,0,3,90.82840237,30,40,,,,,
"Nu: 0.0002, Gamma: 6e-05",149,12,155,22,50.59171598,30,40,,,,,
"Nu: 0.0002, Gamma: 7e-05",158,13,146,21,52.95857988,30,40,,,,,
"Nu: 0.0002, Gamma: 8e-05",164,16,140,18,53.84615385,30,40,,,,,
"Nu: 0.0002, Gamma: 9e-05",171,18,133,16,55.32544379,30,40,,,,,
"Nu: 0.0002, Gamma: 0.0001",177,16,127,18,57.69230769,30,40,,,,,
"Nu: 0.0002, Gamma: 0.0002",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 0.0002, Gamma: 0.0003",304,34,0,0,89.9408284,30,40,,,,,
"Nu: 0.0002, Gamma: 0.0004",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 0.0002, Gamma: 0.005",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 0.0002, Gamma: 0.05",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 0.0002, Gamma: 0.0625",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 0.0002, Gamma: 0.1",256,29,48,5,77.21893491,30,40,,,,,
"Nu: 0.0002, Gamma: 0.2",256,29,48,5,77.21893491,30,40,,,,,
