Features: 16,,,,,,,,,,
Target Class: swaptions,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,96.22641509,462
"Nu: 0.9, Gamma: 0.0004",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.9, Gamma: 0.005",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.9, Gamma: 0.05",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.9, Gamma: 0.0625",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.9, Gamma: 0.1",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.9, Gamma: 0.2",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.9, Gamma: 0.5",2,3,0,44,93.87755102,10,40,,,
"Nu: 0.9, Gamma: 0.7",2,3,0,44,93.87755102,10,40,,,
"Nu: 0.9, Gamma: 0.9",2,3,0,44,93.87755102,10,40,,,
"Nu: 0.9, Gamma: 0.99",2,3,0,44,93.87755102,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.99, Gamma: 0.2",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.99, Gamma: 0.5",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.99, Gamma: 0.7",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.99, Gamma: 0.9",2,3,0,44,93.87755102,10,40,,,
"Nu: 0.99, Gamma: 0.99",2,3,0,44,93.87755102,10,40,,,
