Features: 16,,,,,,,,,,
Target Class: facesim,TP,FN,FP,TN,ACC (%),Noise Percantages,Upsampling,,99.9263623,116
"Nu: 0.7, Gamma: 0.9",67,67,147,83,41.20879121,10,40,,,
"Nu: 0.7, Gamma: 0.99",67,67,147,83,41.20879121,10,40,,,
"Nu: 0.9, Gamma: 0.0001",11,123,7,223,64.28571429,10,40,,,
"Nu: 0.9, Gamma: 0.0002",11,123,7,223,64.28571429,10,40,,,
"Nu: 0.9, Gamma: 0.0003",11,123,7,223,64.28571429,10,40,,,
"Nu: 0.9, Gamma: 0.0004",11,123,7,223,64.28571429,10,40,,,
"Nu: 0.9, Gamma: 0.005",11,123,7,223,64.28571429,10,40,,,
"Nu: 0.9, Gamma: 0.05",11,123,7,223,64.28571429,10,40,,,
"Nu: 0.9, Gamma: 0.0625",11,123,6,224,64.56043956,10,40,,,
"Nu: 0.9, Gamma: 0.1",12,122,3,227,65.65934066,10,40,,,
"Nu: 0.9, Gamma: 0.2",14,120,0,230,67.03296703,10,40,,,
"Nu: 0.9, Gamma: 0.5",16,118,135,95,30.49450549,10,40,,,
"Nu: 0.9, Gamma: 0.7",17,117,133,97,31.31868132,10,40,,,
"Nu: 0.9, Gamma: 0.9",15,119,133,97,30.76923077,10,40,,,
"Nu: 0.9, Gamma: 0.99",15,119,133,97,30.76923077,10,40,,,
"Nu: 0.99, Gamma: 0.0001",2,132,0,230,63.73626374,10,40,,,
"Nu: 0.99, Gamma: 0.0002",2,132,0,230,63.73626374,10,40,,,
"Nu: 0.99, Gamma: 0.0003",2,132,0,230,63.73626374,10,40,,,
"Nu: 0.99, Gamma: 0.0004",2,132,0,230,63.73626374,10,40,,,
"Nu: 0.99, Gamma: 0.005",2,132,0,230,63.73626374,10,40,,,
"Nu: 0.99, Gamma: 0.05",3,131,0,230,64.01098901,10,40,,,
"Nu: 0.99, Gamma: 0.0625",3,131,0,230,64.01098901,10,40,,,
"Nu: 0.99, Gamma: 0.1",3,131,0,230,64.01098901,10,40,,,
"Nu: 0.99, Gamma: 0.2",9,125,0,230,65.65934066,10,40,,,
"Nu: 0.99, Gamma: 0.5",2,132,0,230,63.73626374,10,40,,,
"Nu: 0.99, Gamma: 0.7",0,134,0,230,63.18681319,10,40,,,
"Nu: 0.99, Gamma: 0.9",0,134,0,230,63.18681319,10,40,,,
"Nu: 0.99, Gamma: 0.99",0,134,0,230,63.18681319,10,40,,,
