Features: 16,,,,,,,,,,
Target Class: streamcluster,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,99.29078014,290
"Nu: 0.9, Gamma: 0.0004",3,21,0,117,85.10638298,10,40,,,
"Nu: 0.9, Gamma: 0.005",3,21,0,117,85.10638298,10,40,,,
"Nu: 0.9, Gamma: 0.05",3,21,0,117,85.10638298,10,40,,,
"Nu: 0.9, Gamma: 0.0625",3,21,0,117,85.10638298,10,40,,,
"Nu: 0.9, Gamma: 0.1",3,21,0,117,85.10638298,10,40,,,
"Nu: 0.9, Gamma: 0.2",3,21,0,117,85.10638298,10,40,,,
"Nu: 0.9, Gamma: 0.5",5,19,0,117,86.5248227,10,40,,,
"Nu: 0.9, Gamma: 0.7",7,17,0,117,87.94326241,10,40,,,
"Nu: 0.9, Gamma: 0.9",11,13,0,117,90.78014184,10,40,,,
"Nu: 0.9, Gamma: 0.99",10,14,0,117,90.07092199,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,24,0,117,82.9787234,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,24,0,117,82.9787234,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,24,0,117,82.9787234,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,24,0,117,82.9787234,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,24,0,117,82.9787234,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,24,0,117,82.9787234,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,24,0,117,82.9787234,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,24,0,117,82.9787234,10,40,,,
"Nu: 0.99, Gamma: 0.2",1,23,0,117,83.68794326,10,40,,,
"Nu: 0.99, Gamma: 0.5",1,23,0,117,83.68794326,10,40,,,
"Nu: 0.99, Gamma: 0.7",2,22,0,117,84.39716312,10,40,,,
"Nu: 0.99, Gamma: 0.9",2,22,0,117,84.39716312,10,40,,,
"Nu: 0.99, Gamma: 0.99",3,21,0,117,85.10638298,10,40,,,
