Features: 16,,,,,,,,,,
Target Class: canneal,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,91.07142857,174
"Nu: 0.9, Gamma: 0.0625",1,4,18,33,60.71428571,10,40,,,
"Nu: 0.9, Gamma: 0.1",1,4,18,33,60.71428571,10,40,,,
"Nu: 0.9, Gamma: 0.2",1,4,18,33,60.71428571,10,40,,,
"Nu: 0.9, Gamma: 0.5",1,4,17,34,62.5,10,40,,,
"Nu: 0.9, Gamma: 0.7",1,4,17,34,62.5,10,40,,,
"Nu: 0.9, Gamma: 0.9",2,3,17,34,64.28571429,10,40,,,
"Nu: 0.9, Gamma: 0.99",2,3,17,34,64.28571429,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,5,7,44,78.57142857,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,5,7,44,78.57142857,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,5,7,44,78.57142857,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,5,7,44,78.57142857,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,5,7,44,78.57142857,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,5,7,44,78.57142857,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,5,7,44,78.57142857,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,5,7,44,78.57142857,10,40,,,
"Nu: 0.99, Gamma: 0.2",0,5,7,44,78.57142857,10,40,,,
"Nu: 0.99, Gamma: 0.5",0,5,13,38,67.85714286,10,40,,,
"Nu: 0.99, Gamma: 0.7",0,5,13,38,67.85714286,10,40,,,
"Nu: 0.99, Gamma: 0.9",0,5,13,38,67.85714286,10,40,,,
"Nu: 0.99, Gamma: 0.99",0,5,13,38,67.85714286,10,40,,,
