Features: 16,,,,,,,,
Target Class: swaptions,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.9, Gamma: 0.2",1,2,0,44,95.74468085106383,10,40,
"Nu: 0.9, Gamma: 0.5",1,2,0,44,95.74468085106383,10,40,
"Nu: 0.9, Gamma: 0.7",1,2,0,44,95.74468085106383,10,40,
"Nu: 0.9, Gamma: 0.9",1,2,0,44,95.74468085106383,10,40,
"Nu: 0.9, Gamma: 0.99",1,2,0,44,95.74468085106383,10,40,
"Nu: 0.99, Gamma: 0.0001",0,3,0,44,93.61702127659575,10,40,
"Nu: 0.99, Gamma: 0.0002",0,3,0,44,93.61702127659575,10,40,
"Nu: 0.99, Gamma: 0.0003",0,3,0,44,93.61702127659575,10,40,
"Nu: 0.99, Gamma: 0.0004",0,3,0,44,93.61702127659575,10,40,
"Nu: 0.99, Gamma: 0.005",0,3,0,44,93.61702127659575,10,40,
"Nu: 0.99, Gamma: 0.05",0,3,0,44,93.61702127659575,10,40,
"Nu: 0.99, Gamma: 0.0625",0,3,0,44,93.61702127659575,10,40,
"Nu: 0.99, Gamma: 0.1",0,3,0,44,93.61702127659575,10,40,
"Nu: 0.99, Gamma: 0.2",0,3,0,44,93.61702127659575,10,40,
"Nu: 0.99, Gamma: 0.5",1,2,0,44,95.74468085106383,10,40,
"Nu: 0.99, Gamma: 0.7",1,2,0,44,95.74468085106383,10,40,
"Nu: 0.99, Gamma: 0.9",1,2,0,44,95.74468085106383,10,40,
"Nu: 0.99, Gamma: 0.99",1,2,0,44,95.74468085106383,10,40,
,,,,,,,,
