Features: 16,,,,,,,,,,
Target Class: facesim,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,99.91902834,447
"Nu: 0.9, Gamma: 0.0002",9,113,10,221,65.15580737,10,40,,,
"Nu: 0.9, Gamma: 0.0003",9,113,10,221,65.15580737,10,40,,,
"Nu: 0.9, Gamma: 0.0004",9,113,10,221,65.15580737,10,40,,,
"Nu: 0.9, Gamma: 0.005",9,113,10,221,65.15580737,10,40,,,
"Nu: 0.9, Gamma: 0.05",10,112,10,221,65.43909348,10,40,,,
"Nu: 0.9, Gamma: 0.0625",10,112,10,221,65.43909348,10,40,,,
"Nu: 0.9, Gamma: 0.1",10,112,10,221,65.43909348,10,40,,,
"Nu: 0.9, Gamma: 0.2",22,100,10,221,68.83852691,10,40,,,
"Nu: 0.9, Gamma: 0.5",64,58,168,63,35.97733711,10,40,,,
"Nu: 0.9, Gamma: 0.7",65,57,177,54,33.71104816,10,40,,,
"Nu: 0.9, Gamma: 0.9",64,58,174,57,34.2776204,10,40,,,
"Nu: 0.9, Gamma: 0.99",64,58,174,57,34.2776204,10,40,,,
"Nu: 0.99, Gamma: 0.0001",3,119,10,221,63.45609065,10,40,,,
"Nu: 0.99, Gamma: 0.0002",3,119,10,221,63.45609065,10,40,,,
"Nu: 0.99, Gamma: 0.0003",3,119,10,221,63.45609065,10,40,,,
"Nu: 0.99, Gamma: 0.0004",3,119,10,221,63.45609065,10,40,,,
"Nu: 0.99, Gamma: 0.005",3,119,10,221,63.45609065,10,40,,,
"Nu: 0.99, Gamma: 0.05",3,119,10,221,63.45609065,10,40,,,
"Nu: 0.99, Gamma: 0.0625",3,119,10,221,63.45609065,10,40,,,
"Nu: 0.99, Gamma: 0.1",3,119,10,221,63.45609065,10,40,,,
"Nu: 0.99, Gamma: 0.2",3,119,10,221,63.45609065,10,40,,,
"Nu: 0.99, Gamma: 0.5",49,73,0,231,79.32011331,10,40,,,
"Nu: 0.99, Gamma: 0.7",56,66,1,230,81.01983003,10,40,,,
"Nu: 0.99, Gamma: 0.9",56,66,1,230,81.01983003,10,40,,,
"Nu: 0.99, Gamma: 0.99",56,66,1,230,81.01983003,10,40,,,
