Features: 16,,,,,,,,,,
Target Class: facesim,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,99.63126844,116
"Nu: 0.9, Gamma: 0.0001",14,120,3,228,66.30136986,10,40,,,
"Nu: 0.9, Gamma: 0.0002",14,120,3,228,66.30136986,10,40,,,
"Nu: 0.9, Gamma: 0.0003",14,120,3,228,66.30136986,10,40,,,
"Nu: 0.9, Gamma: 0.0004",14,120,3,228,66.30136986,10,40,,,
"Nu: 0.9, Gamma: 0.005",14,120,3,228,66.30136986,10,40,,,
"Nu: 0.9, Gamma: 0.05",13,121,0,231,66.84931507,10,40,,,
"Nu: 0.9, Gamma: 0.0625",13,121,0,231,66.84931507,10,40,,,
"Nu: 0.9, Gamma: 0.1",15,119,0,231,67.39726027,10,40,,,
"Nu: 0.9, Gamma: 0.2",21,113,0,231,69.04109589,10,40,,,
"Nu: 0.9, Gamma: 0.5",17,117,0,231,67.94520548,10,40,,,
"Nu: 0.9, Gamma: 0.7",12,122,147,84,26.30136986,10,40,,,
"Nu: 0.9, Gamma: 0.9",14,120,147,84,26.84931507,10,40,,,
"Nu: 0.9, Gamma: 0.99",16,118,147,84,27.39726027,10,40,,,
"Nu: 0.99, Gamma: 0.0001",5,129,0,231,64.65753425,10,40,,,
"Nu: 0.99, Gamma: 0.0002",5,129,0,231,64.65753425,10,40,,,
"Nu: 0.99, Gamma: 0.0003",5,129,0,231,64.65753425,10,40,,,
"Nu: 0.99, Gamma: 0.0004",5,129,0,231,64.65753425,10,40,,,
"Nu: 0.99, Gamma: 0.005",5,129,0,231,64.65753425,10,40,,,
"Nu: 0.99, Gamma: 0.05",5,129,0,231,64.65753425,10,40,,,
"Nu: 0.99, Gamma: 0.0625",6,128,0,231,64.93150685,10,40,,,
"Nu: 0.99, Gamma: 0.1",6,128,0,231,64.93150685,10,40,,,
"Nu: 0.99, Gamma: 0.2",6,128,0,231,64.93150685,10,40,,,
"Nu: 0.99, Gamma: 0.5",1,133,0,231,63.56164384,10,40,,,
"Nu: 0.99, Gamma: 0.7",4,130,0,231,64.38356164,10,40,,,
"Nu: 0.99, Gamma: 0.9",5,129,0,231,64.65753425,10,40,,,
"Nu: 0.99, Gamma: 0.99",6,128,0,231,64.93150685,10,40,,,
