Features: 16,,,,,,,,,,
Target Class: streamcluster,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,99.67105263,804
"Nu: 0.7, Gamma: 0.2",9,21,14,102,76.02739726,10,40,,,
"Nu: 0.7, Gamma: 0.5",13,17,0,116,88.35616438,10,40,,,
"Nu: 0.7, Gamma: 0.7",16,14,0,116,90.4109589,10,40,,,
"Nu: 0.7, Gamma: 0.9",15,15,0,116,89.7260274,10,40,,,
"Nu: 0.7, Gamma: 0.99",14,16,0,116,89.04109589,10,40,,,
"Nu: 0.9, Gamma: 0.0001",4,26,11,105,74.65753425,10,40,,,
"Nu: 0.9, Gamma: 0.0002",4,26,11,105,74.65753425,10,40,,,
"Nu: 0.9, Gamma: 0.0003",4,26,11,105,74.65753425,10,40,,,
"Nu: 0.9, Gamma: 0.0004",4,26,11,105,74.65753425,10,40,,,
"Nu: 0.9, Gamma: 0.005",4,26,10,106,75.34246575,10,40,,,
"Nu: 0.9, Gamma: 0.05",4,26,6,110,78.08219178,10,40,,,
"Nu: 0.9, Gamma: 0.0625",4,26,5,111,78.76712329,10,40,,,
"Nu: 0.9, Gamma: 0.1",4,26,4,112,79.45205479,10,40,,,
"Nu: 0.9, Gamma: 0.2",3,27,1,115,80.82191781,10,40,,,
"Nu: 0.9, Gamma: 0.5",4,26,0,116,82.19178082,10,40,,,
"Nu: 0.9, Gamma: 0.7",5,25,0,116,82.87671233,10,40,,,
"Nu: 0.9, Gamma: 0.9",8,22,0,116,84.93150685,10,40,,,
"Nu: 0.9, Gamma: 0.99",8,22,0,116,84.93150685,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,30,0,116,79.45205479,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,30,0,116,79.45205479,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,30,0,116,79.45205479,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,30,0,116,79.45205479,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,30,0,116,79.45205479,10,40,,,
"Nu: 0.99, Gamma: 0.05",1,29,0,116,80.1369863,10,40,,,
"Nu: 0.99, Gamma: 0.0625",1,29,0,116,80.1369863,10,40,,,
"Nu: 0.99, Gamma: 0.1",1,29,0,116,80.1369863,10,40,,,
"Nu: 0.99, Gamma: 0.2",2,28,0,116,80.82191781,10,40,,,
"Nu: 0.99, Gamma: 0.5",1,29,0,116,80.1369863,10,40,,,
"Nu: 0.99, Gamma: 0.7",2,28,0,116,80.82191781,10,40,,,
"Nu: 0.99, Gamma: 0.9",4,26,0,116,82.19178082,10,40,,,
"Nu: 0.99, Gamma: 0.99",4,26,0,116,82.19178082,10,40,,,
