ToRouter0,ToRouter1,ToRouter2,ToRouter3,ToRouter4,ToRouter5,ToRouter6,ToRouter7,ToRouter8,ToRouter9,ToRouter10,ToRouter11,ToRouter12,ToRouter13,ToRouter14,ToRouter15,Applications (Label Classes)
8,4,9.0,24.0,7.0,6.0,9.0,14.0,7.0,4.0,33.0,2.0,24.0,7.0,12.0,5.0,blackscholes
20,6,14.0,23.0,8.0,10.0,9.0,12.0,12.0,4.0,19.0,1.0,11.0,6.0,12.0,2.0,blackscholes
31,4,9.0,51.0,9.0,8.0,10.0,11.0,9.0,5.0,46.0,2.0,44.0,1.0,12.0,4.0,blackscholes
24,4,11.0,49.0,9.0,9.0,8.0,13.0,11.0,3.0,32.0,2.0,29.0,5.0,14.0,2.0,blackscholes
172,109,54.0,65.0,109.0,63.0,32.0,52.0,44.0,55.0,46.0,26.0,63.0,29.0,83.0,70.0,blackscholes
96,25,46.0,38.0,42.0,20.0,23.0,24.0,17.0,24.0,20.0,6.0,30.0,4.0,34.0,32.0,blackscholes
54,21,35.0,23.0,31.0,15.0,15.0,15.0,14.0,17.0,18.0,1.0,40.0,1.0,23.0,19.0,blackscholes
64,23,20.0,29.0,34.0,17.0,16.0,26.0,14.0,13.0,13.0,3.0,24.0,7.0,21.0,17.0,blackscholes
105,47,26.0,26.0,39.0,17.0,16.0,30.0,15.0,14.0,17.0,6.0,38.0,6.0,16.0,17.0,blackscholes
74,25,31.0,34.0,27.0,18.0,17.0,30.0,20.0,20.0,14.0,5.0,36.0,4.0,14.0,14.0,blackscholes
54,21,22.0,34.0,22.0,17.0,10.0,19.0,15.0,16.0,17.0,0.0,23.0,1.0,14.0,13.0,blackscholes
51,19,26.0,29.0,24.0,11.0,13.0,27.0,16.0,15.0,19.0,2.0,32.0,2.0,15.0,14.0,blackscholes
70,27,26.0,20.0,23.0,17.0,22.0,13.0,17.0,22.0,18.0,2.0,27.0,0.0,15.0,16.0,blackscholes
70,25,20.0,19.0,23.0,21.0,17.0,14.0,18.0,17.0,20.0,2.0,26.0,2.0,19.0,16.0,blackscholes
70,27,17.0,16.0,26.0,15.0,16.0,16.0,17.0,13.0,17.0,3.0,23.0,4.0,17.0,16.0,blackscholes
46,13,643.0,650.0,11.0,8.0,8.0,487.0,11.0,10.0,13.0,2.0,501.0,1.0,9.0,13.0,blackscholes
