Features: 16,,,,,,,,
Target Class: canneal,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.9, Gamma: 0.1",0,4,16,35,63.63636363636363,10,40,
"Nu: 0.9, Gamma: 0.2",1,3,17,34,63.63636363636363,10,40,
"Nu: 0.9, Gamma: 0.5",2,2,15,36,69.0909090909091,10,40,
"Nu: 0.9, Gamma: 0.7",2,2,14,37,70.9090909090909,10,40,
"Nu: 0.9, Gamma: 0.9",2,2,13,38,72.72727272727273,10,40,
"Nu: 0.9, Gamma: 0.99",2,2,13,38,72.72727272727273,10,40,
"Nu: 0.99, Gamma: 0.0001",0,4,5,46,83.63636363636363,10,40,
"Nu: 0.99, Gamma: 0.0002",0,4,5,46,83.63636363636363,10,40,
"Nu: 0.99, Gamma: 0.0003",0,4,5,46,83.63636363636363,10,40,
"Nu: 0.99, Gamma: 0.0004",0,4,5,46,83.63636363636363,10,40,
"Nu: 0.99, Gamma: 0.005",0,4,5,46,83.63636363636363,10,40,
"Nu: 0.99, Gamma: 0.05",0,4,10,41,74.54545454545455,10,40,
"Nu: 0.99, Gamma: 0.0625",0,4,10,41,74.54545454545455,10,40,
"Nu: 0.99, Gamma: 0.1",0,4,12,39,70.9090909090909,10,40,
"Nu: 0.99, Gamma: 0.2",0,4,9,42,76.36363636363637,10,40,
"Nu: 0.99, Gamma: 0.5",1,3,7,44,81.81818181818183,10,40,
"Nu: 0.99, Gamma: 0.7",1,3,6,45,83.63636363636363,10,40,
"Nu: 0.99, Gamma: 0.9",1,3,6,45,83.63636363636363,10,40,
"Nu: 0.99, Gamma: 0.99",1,3,6,45,83.63636363636363,10,40,
,,,,,,,,
