Features: 16,,,,,,,,,,
Target Class: vips,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,90.83969466,174
"Nu: 0.9, Gamma: 0.1",1,11,11,108,83.20610687,10,40,,,
"Nu: 0.9, Gamma: 0.2",2,10,18,101,78.6259542,10,40,,,
"Nu: 0.9, Gamma: 0.5",3,9,35,84,66.41221374,10,40,,,
"Nu: 0.9, Gamma: 0.7",4,8,44,75,60.30534351,10,40,,,
"Nu: 0.9, Gamma: 0.9",4,8,44,75,60.30534351,10,40,,,
"Nu: 0.9, Gamma: 0.99",4,8,45,74,59.54198473,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,12,3,116,88.54961832,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,12,3,116,88.54961832,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,12,3,116,88.54961832,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,12,3,116,88.54961832,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,12,3,116,88.54961832,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,12,2,117,89.3129771,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,12,2,117,89.3129771,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,12,2,117,89.3129771,10,40,,,
"Nu: 0.99, Gamma: 0.2",1,11,3,116,89.3129771,10,40,,,
"Nu: 0.99, Gamma: 0.5",3,9,24,95,74.80916031,10,40,,,
"Nu: 0.99, Gamma: 0.7",2,10,25,94,73.28244275,10,40,,,
"Nu: 0.99, Gamma: 0.9",2,10,24,95,74.04580153,10,40,,,
"Nu: 0.99, Gamma: 0.99",2,10,24,95,74.04580153,10,40,,,
