Features: 16,,,,,,,,,,,,,
Target Class: bodytrack,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,97.12140175,1418,45,4230
"Nu: 0.05, Gamma: 0.0003",736,42,0,21,94.74342929,10,40,,,,,,
"Nu: 0.05, Gamma: 0.0004",736,43,0,20,94.61827284,10,40,,,,,,
"Nu: 0.05, Gamma: 0.005",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.05, Gamma: 0.05",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.05, Gamma: 0.0625",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.05, Gamma: 0.1",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.05, Gamma: 0.2",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.05, Gamma: 0.5",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.05, Gamma: 0.7",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.05, Gamma: 0.9",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.05, Gamma: 0.99",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.0625, Gamma: 1e-05",736,23,0,40,97.12140175,10,40,,,,,,
"Nu: 0.0625, Gamma: 2e-05",736,29,0,34,96.37046308,10,40,,,,,,
"Nu: 0.0625, Gamma: 3e-05",736,30,0,33,96.24530663,10,40,,,,,,
"Nu: 0.0625, Gamma: 4e-05",736,32,0,31,95.99499374,10,40,,,,,,
"Nu: 0.0625, Gamma: 5e-05",736,33,0,30,95.8698373,10,40,,,,,,
"Nu: 0.0625, Gamma: 6e-05",736,33,0,30,95.8698373,10,40,,,,,,
"Nu: 0.0625, Gamma: 7e-05",736,36,0,27,95.49436796,10,40,,,,,,
"Nu: 0.0625, Gamma: 8e-05",736,36,0,27,95.49436796,10,40,,,,,,
"Nu: 0.0625, Gamma: 9e-05",736,39,0,24,95.11889862,10,40,,,,,,
"Nu: 0.0625, Gamma: 0.0001",736,39,0,24,95.11889862,10,40,,,,,,
"Nu: 0.0625, Gamma: 0.0002",736,40,0,23,94.99374218,10,40,,,,,,
"Nu: 0.0625, Gamma: 0.0003",736,40,0,23,94.99374218,10,40,,,,,,
"Nu: 0.0625, Gamma: 0.0004",736,43,0,20,94.61827284,10,40,,,,,,
"Nu: 0.0625, Gamma: 0.005",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.0625, Gamma: 0.05",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.0625, Gamma: 0.0625",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.0625, Gamma: 0.1",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.0625, Gamma: 0.2",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.0625, Gamma: 0.5",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.0625, Gamma: 0.7",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.0625, Gamma: 0.9",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.0625, Gamma: 0.99",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.1, Gamma: 1e-05",736,23,0,40,97.12140175,10,40,,,,,,
"Nu: 0.1, Gamma: 2e-05",736,29,0,34,96.37046308,10,40,,,,,,
"Nu: 0.1, Gamma: 3e-05",736,30,0,33,96.24530663,10,40,,,,,,
"Nu: 0.1, Gamma: 4e-05",736,32,0,31,95.99499374,10,40,,,,,,
"Nu: 0.1, Gamma: 5e-05",736,33,0,30,95.8698373,10,40,,,,,,
"Nu: 0.1, Gamma: 6e-05",736,33,0,30,95.8698373,10,40,,,,,,
"Nu: 0.1, Gamma: 7e-05",736,35,0,28,95.61952441,10,40,,,,,,
"Nu: 0.1, Gamma: 8e-05",736,36,0,27,95.49436796,10,40,,,,,,
"Nu: 0.1, Gamma: 9e-05",736,39,0,24,95.11889862,10,40,,,,,,
"Nu: 0.1, Gamma: 0.0001",736,40,0,23,94.99374218,10,40,,,,,,
"Nu: 0.1, Gamma: 0.0002",736,41,0,22,94.86858573,10,40,,,,,,
"Nu: 0.1, Gamma: 0.0003",736,40,0,23,94.99374218,10,40,,,,,,
"Nu: 0.1, Gamma: 0.0004",736,43,0,20,94.61827284,10,40,,,,,,
"Nu: 0.1, Gamma: 0.005",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.1, Gamma: 0.05",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.1, Gamma: 0.0625",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.1, Gamma: 0.1",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.1, Gamma: 0.2",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.1, Gamma: 0.5",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.1, Gamma: 0.7",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.1, Gamma: 0.9",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.1, Gamma: 0.99",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.2, Gamma: 1e-05",736,23,0,40,97.12140175,10,40,,,,,,
"Nu: 0.2, Gamma: 2e-05",736,28,0,35,96.49561952,10,40,,,,,,
"Nu: 0.2, Gamma: 3e-05",736,30,0,33,96.24530663,10,40,,,,,,
"Nu: 0.2, Gamma: 4e-05",736,32,0,31,95.99499374,10,40,,,,,,
"Nu: 0.2, Gamma: 5e-05",736,33,0,30,95.8698373,10,40,,,,,,
"Nu: 0.2, Gamma: 6e-05",736,33,0,30,95.8698373,10,40,,,,,,
"Nu: 0.2, Gamma: 7e-05",736,35,0,28,95.61952441,10,40,,,,,,
"Nu: 0.2, Gamma: 8e-05",736,36,0,27,95.49436796,10,40,,,,,,
"Nu: 0.2, Gamma: 9e-05",736,39,0,24,95.11889862,10,40,,,,,,
"Nu: 0.2, Gamma: 0.0001",736,39,0,24,95.11889862,10,40,,,,,,
"Nu: 0.2, Gamma: 0.0002",736,40,0,23,94.99374218,10,40,,,,,,
"Nu: 0.2, Gamma: 0.0003",736,40,0,23,94.99374218,10,40,,,,,,
"Nu: 0.2, Gamma: 0.0004",736,43,0,20,94.61827284,10,40,,,,,,
"Nu: 0.2, Gamma: 0.005",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.2, Gamma: 0.05",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.2, Gamma: 0.0625",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.2, Gamma: 0.1",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.2, Gamma: 0.2",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.2, Gamma: 0.5",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.2, Gamma: 0.7",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.2, Gamma: 0.9",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.2, Gamma: 0.99",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.5, Gamma: 1e-05",736,30,0,33,96.24530663,10,40,,,,,,
"Nu: 0.5, Gamma: 2e-05",736,30,0,33,96.24530663,10,40,,,,,,
"Nu: 0.5, Gamma: 3e-05",736,30,0,33,96.24530663,10,40,,,,,,
"Nu: 0.5, Gamma: 4e-05",736,32,0,31,95.99499374,10,40,,,,,,
"Nu: 0.5, Gamma: 5e-05",736,33,0,30,95.8698373,10,40,,,,,,
"Nu: 0.5, Gamma: 6e-05",736,33,0,30,95.8698373,10,40,,,,,,
"Nu: 0.5, Gamma: 7e-05",736,36,0,27,95.49436796,10,40,,,,,,
"Nu: 0.5, Gamma: 8e-05",736,36,0,27,95.49436796,10,40,,,,,,
"Nu: 0.5, Gamma: 9e-05",736,39,0,24,95.11889862,10,40,,,,,,
"Nu: 0.5, Gamma: 0.0001",736,39,0,24,95.11889862,10,40,,,,,,
"Nu: 0.5, Gamma: 0.0002",736,40,0,23,94.99374218,10,40,,,,,,
"Nu: 0.5, Gamma: 0.0003",736,40,0,23,94.99374218,10,40,,,,,,
"Nu: 0.5, Gamma: 0.0004",736,43,0,20,94.61827284,10,40,,,,,,
"Nu: 0.5, Gamma: 0.005",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.5, Gamma: 0.05",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.5, Gamma: 0.0625",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.5, Gamma: 0.1",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.5, Gamma: 0.2",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.5, Gamma: 0.5",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.5, Gamma: 0.7",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.5, Gamma: 0.9",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.5, Gamma: 0.99",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.7, Gamma: 1e-05",736,39,0,24,95.11889862,10,40,,,,,,
"Nu: 0.7, Gamma: 2e-05",736,40,0,23,94.99374218,10,40,,,,,,
"Nu: 0.7, Gamma: 3e-05",736,35,0,28,95.61952441,10,40,,,,,,
"Nu: 0.7, Gamma: 4e-05",736,35,0,28,95.61952441,10,40,,,,,,
"Nu: 0.7, Gamma: 5e-05",736,35,0,28,95.61952441,10,40,,,,,,
"Nu: 0.7, Gamma: 6e-05",736,36,0,27,95.49436796,10,40,,,,,,
"Nu: 0.7, Gamma: 7e-05",736,37,0,26,95.36921151,10,40,,,,,,
"Nu: 0.7, Gamma: 8e-05",736,39,0,24,95.11889862,10,40,,,,,,
"Nu: 0.7, Gamma: 9e-05",736,39,0,24,95.11889862,10,40,,,,,,
"Nu: 0.7, Gamma: 0.0001",736,39,0,24,95.11889862,10,40,,,,,,
"Nu: 0.7, Gamma: 0.0002",736,40,0,23,94.99374218,10,40,,,,,,
"Nu: 0.7, Gamma: 0.0003",736,40,0,23,94.99374218,10,40,,,,,,
"Nu: 0.7, Gamma: 0.0004",736,43,0,20,94.61827284,10,40,,,,,,
"Nu: 0.7, Gamma: 0.005",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.7, Gamma: 0.05",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.7, Gamma: 0.0625",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.7, Gamma: 0.1",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.7, Gamma: 0.2",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.7, Gamma: 0.5",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.7, Gamma: 0.7",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.7, Gamma: 0.9",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.7, Gamma: 0.99",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.9, Gamma: 1e-05",736,51,0,12,93.61702128,10,40,,,,,,
"Nu: 0.9, Gamma: 2e-05",736,51,0,12,93.61702128,10,40,,,,,,
"Nu: 0.9, Gamma: 3e-05",736,50,0,13,93.74217772,10,40,,,,,,
"Nu: 0.9, Gamma: 4e-05",736,50,0,13,93.74217772,10,40,,,,,,
"Nu: 0.9, Gamma: 5e-05",736,50,0,13,93.74217772,10,40,,,,,,
"Nu: 0.9, Gamma: 6e-05",736,51,0,12,93.61702128,10,40,,,,,,
"Nu: 0.9, Gamma: 7e-05",736,51,0,12,93.61702128,10,40,,,,,,
"Nu: 0.9, Gamma: 8e-05",736,51,0,12,93.61702128,10,40,,,,,,
"Nu: 0.9, Gamma: 9e-05",736,51,0,12,93.61702128,10,40,,,,,,
"Nu: 0.9, Gamma: 0.0001",736,51,0,12,93.61702128,10,40,,,,,,
"Nu: 0.9, Gamma: 0.0002",736,50,0,13,93.74217772,10,40,,,,,,
"Nu: 0.9, Gamma: 0.0003",736,52,0,11,93.49186483,10,40,,,,,,
"Nu: 0.9, Gamma: 0.0004",736,53,0,10,93.36670839,10,40,,,,,,
"Nu: 0.9, Gamma: 0.005",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.9, Gamma: 0.05",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.9, Gamma: 0.0625",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.9, Gamma: 0.1",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.9, Gamma: 0.2",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.9, Gamma: 0.5",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.9, Gamma: 0.7",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.9, Gamma: 0.9",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.9, Gamma: 0.99",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.99, Gamma: 1e-05",736,60,0,3,92.49061327,10,40,,,,,,
"Nu: 0.99, Gamma: 2e-05",736,62,0,1,92.24030038,10,40,,,,,,
"Nu: 0.99, Gamma: 3e-05",736,62,0,1,92.24030038,10,40,,,,,,
"Nu: 0.99, Gamma: 4e-05",736,62,0,1,92.24030038,10,40,,,,,,
"Nu: 0.99, Gamma: 5e-05",736,62,0,1,92.24030038,10,40,,,,,,
"Nu: 0.99, Gamma: 6e-05",736,62,0,1,92.24030038,10,40,,,,,,
"Nu: 0.99, Gamma: 7e-05",736,62,0,1,92.24030038,10,40,,,,,,
"Nu: 0.99, Gamma: 8e-05",736,62,0,1,92.24030038,10,40,,,,,,
"Nu: 0.99, Gamma: 9e-05",736,62,0,1,92.24030038,10,40,,,,,,
"Nu: 0.99, Gamma: 0.0001",736,62,0,1,92.24030038,10,40,,,,,,
"Nu: 0.99, Gamma: 0.0002",736,62,0,1,92.24030038,10,40,,,,,,
"Nu: 0.99, Gamma: 0.0003",736,62,0,1,92.24030038,10,40,,,,,,
"Nu: 0.99, Gamma: 0.0004",736,62,0,1,92.24030038,10,40,,,,,,
"Nu: 0.99, Gamma: 0.005",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.99, Gamma: 0.05",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.99, Gamma: 0.0625",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.99, Gamma: 0.1",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.99, Gamma: 0.2",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.99, Gamma: 0.5",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.99, Gamma: 0.7",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.99, Gamma: 0.9",736,63,0,0,92.11514393,10,40,,,,,,
"Nu: 0.99, Gamma: 0.99",736,63,0,0,92.11514393,10,40,,,,,,
,,,,,,,,,,,,,
Features: 16,,,,,,,,,,,,,
Target Class: bodytrack,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,,,,
"Nu: 5e-05, Gamma: 1e-05",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 5e-05, Gamma: 2e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 5e-05, Gamma: 3e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 5e-05, Gamma: 4e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 5e-05, Gamma: 5e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 5e-05, Gamma: 6e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 5e-05, Gamma: 7e-05",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 5e-05, Gamma: 8e-05",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 5e-05, Gamma: 9e-05",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 5e-05, Gamma: 0.0001",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 5e-05, Gamma: 0.0002",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 5e-05, Gamma: 0.0003",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 5e-05, Gamma: 0.0004",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 5e-05, Gamma: 0.005",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 5e-05, Gamma: 0.05",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 5e-05, Gamma: 0.0625",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 5e-05, Gamma: 0.1",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 5e-05, Gamma: 0.2",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 5e-05, Gamma: 0.5",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 5e-05, Gamma: 0.7",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 5e-05, Gamma: 0.9",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 5e-05, Gamma: 0.99",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 6e-05, Gamma: 1e-05",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 6e-05, Gamma: 2e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 6e-05, Gamma: 3e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 6e-05, Gamma: 4e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 6e-05, Gamma: 5e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 6e-05, Gamma: 6e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 6e-05, Gamma: 7e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 6e-05, Gamma: 8e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 6e-05, Gamma: 9e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 6e-05, Gamma: 0.0001",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 6e-05, Gamma: 0.0002",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 6e-05, Gamma: 0.0003",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 6e-05, Gamma: 0.0004",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 6e-05, Gamma: 0.005",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 6e-05, Gamma: 0.05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 6e-05, Gamma: 0.0625",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 6e-05, Gamma: 0.1",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 6e-05, Gamma: 0.2",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 6e-05, Gamma: 0.5",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 6e-05, Gamma: 0.7",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 6e-05, Gamma: 0.9",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 6e-05, Gamma: 0.99",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 7e-05, Gamma: 1e-05",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 7e-05, Gamma: 2e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 7e-05, Gamma: 3e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 7e-05, Gamma: 4e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 7e-05, Gamma: 5e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 7e-05, Gamma: 6e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 7e-05, Gamma: 7e-05",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 7e-05, Gamma: 8e-05",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 7e-05, Gamma: 9e-05",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 7e-05, Gamma: 0.0001",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 7e-05, Gamma: 0.0002",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 7e-05, Gamma: 0.0003",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 7e-05, Gamma: 0.0004",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 7e-05, Gamma: 0.005",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 7e-05, Gamma: 0.05",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 7e-05, Gamma: 0.0625",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 7e-05, Gamma: 0.1",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 7e-05, Gamma: 0.2",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 7e-05, Gamma: 0.5",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 7e-05, Gamma: 0.7",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 7e-05, Gamma: 0.9",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 7e-05, Gamma: 0.99",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 8e-05, Gamma: 1e-05",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 8e-05, Gamma: 2e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 8e-05, Gamma: 3e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 8e-05, Gamma: 4e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 8e-05, Gamma: 5e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 8e-05, Gamma: 6e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 8e-05, Gamma: 7e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 8e-05, Gamma: 8e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 8e-05, Gamma: 9e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 8e-05, Gamma: 0.0001",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 8e-05, Gamma: 0.0002",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 8e-05, Gamma: 0.0003",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 8e-05, Gamma: 0.0004",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 8e-05, Gamma: 0.005",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 8e-05, Gamma: 0.05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 8e-05, Gamma: 0.0625",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 8e-05, Gamma: 0.1",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 8e-05, Gamma: 0.2",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 8e-05, Gamma: 0.5",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 8e-05, Gamma: 0.7",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 8e-05, Gamma: 0.9",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 8e-05, Gamma: 0.99",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 9e-05, Gamma: 1e-05",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 9e-05, Gamma: 2e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 9e-05, Gamma: 3e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 9e-05, Gamma: 4e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 9e-05, Gamma: 5e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 9e-05, Gamma: 6e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 9e-05, Gamma: 7e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 9e-05, Gamma: 8e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 9e-05, Gamma: 9e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 9e-05, Gamma: 0.0001",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 9e-05, Gamma: 0.0002",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 9e-05, Gamma: 0.0003",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 9e-05, Gamma: 0.0004",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 9e-05, Gamma: 0.005",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 9e-05, Gamma: 0.05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 9e-05, Gamma: 0.0625",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 9e-05, Gamma: 0.1",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 9e-05, Gamma: 0.2",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 9e-05, Gamma: 0.5",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 9e-05, Gamma: 0.7",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 9e-05, Gamma: 0.9",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 9e-05, Gamma: 0.99",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 0.0001, Gamma: 1e-05",624,70,0,4,89.9713467,20,40,,,,,,
"Nu: 0.0001, Gamma: 2e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 0.0001, Gamma: 3e-05",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 0.0001, Gamma: 4e-05",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 0.0001, Gamma: 5e-05",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 0.0001, Gamma: 6e-05",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 0.0001, Gamma: 7e-05",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 0.0001, Gamma: 8e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 0.0001, Gamma: 9e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 0.0001, Gamma: 0.0001",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 0.0001, Gamma: 0.0002",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 0.0001, Gamma: 0.0003",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 0.0001, Gamma: 0.0004",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 0.0001, Gamma: 0.005",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 0.0001, Gamma: 0.05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 0.0001, Gamma: 0.0625",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 0.0001, Gamma: 0.1",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 0.0001, Gamma: 0.2",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 0.0001, Gamma: 0.5",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 0.0001, Gamma: 0.7",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 0.0001, Gamma: 0.9",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 0.0001, Gamma: 0.99",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 0.0002, Gamma: 1e-05",624,69,0,5,90.11461318,20,40,,,,,,
"Nu: 0.0002, Gamma: 2e-05",624,72,0,2,89.68481375,20,40,,,,,,
"Nu: 0.0002, Gamma: 3e-05",624,71,0,3,89.82808023,20,40,,,,,,
"Nu: 0.0002, Gamma: 4e-05",624,70,0,4,89.9713467,20,40,,,,,,
"Nu: 0.0002, Gamma: 5e-05",624,72,0,2,89.68481375,20,40,,,,,,
"Nu: 0.0002, Gamma: 6e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 0.0002, Gamma: 7e-05",624,74,0,0,89.3982808,20,40,,,,,,
"Nu: 0.0002, Gamma: 8e-05",624,73,0,1,89.54154728,20,40,,,,,,
"Nu: 0.0002, Gamma: 9e-05",624,73,0,1,89.54154728,20,40,,,,,,
