Features: 16,,,,,,,,,,,,,
Target Class: bodytrack,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,97.12140175,1418,45,4230
"Nu: 0.005, Gamma: 0.9",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.005, Gamma: 0.99",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.05, Gamma: 1e-05",736,28,0,35,96.49561952,20,40,,,,,,
"Nu: 0.05, Gamma: 2e-05",736,37,0,26,95.36921151,20,40,,,,,,
"Nu: 0.05, Gamma: 3e-05",736,38,0,25,95.24405507,20,40,,,,,,
"Nu: 0.05, Gamma: 4e-05",736,39,0,24,95.11889862,20,40,,,,,,
"Nu: 0.05, Gamma: 5e-05",736,38,0,25,95.24405507,20,40,,,,,,
"Nu: 0.05, Gamma: 6e-05",736,39,0,24,95.11889862,20,40,,,,,,
"Nu: 0.05, Gamma: 7e-05",736,40,0,23,94.99374218,20,40,,,,,,
"Nu: 0.05, Gamma: 8e-05",736,41,0,22,94.86858573,20,40,,,,,,
"Nu: 0.05, Gamma: 9e-05",736,43,0,20,94.61827284,20,40,,,,,,
"Nu: 0.05, Gamma: 0.0001",736,43,0,20,94.61827284,20,40,,,,,,
"Nu: 0.05, Gamma: 0.0002",736,46,0,17,94.2428035,20,40,,,,,,
"Nu: 0.05, Gamma: 0.0003",736,47,0,16,94.11764706,20,40,,,,,,
"Nu: 0.05, Gamma: 0.0004",736,48,0,15,93.99249061,20,40,,,,,,
"Nu: 0.05, Gamma: 0.005",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.05, Gamma: 0.05",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.05, Gamma: 0.0625",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.05, Gamma: 0.1",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.05, Gamma: 0.2",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.05, Gamma: 0.5",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.05, Gamma: 0.7",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.05, Gamma: 0.9",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.05, Gamma: 0.99",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.0625, Gamma: 1e-05",736,28,0,35,96.49561952,20,40,,,,,,
"Nu: 0.0625, Gamma: 2e-05",736,37,0,26,95.36921151,20,40,,,,,,
"Nu: 0.0625, Gamma: 3e-05",736,38,0,25,95.24405507,20,40,,,,,,
"Nu: 0.0625, Gamma: 4e-05",736,38,0,25,95.24405507,20,40,,,,,,
"Nu: 0.0625, Gamma: 5e-05",736,38,0,25,95.24405507,20,40,,,,,,
"Nu: 0.0625, Gamma: 6e-05",736,38,0,25,95.24405507,20,40,,,,,,
"Nu: 0.0625, Gamma: 7e-05",736,40,0,23,94.99374218,20,40,,,,,,
"Nu: 0.0625, Gamma: 8e-05",736,41,0,22,94.86858573,20,40,,,,,,
"Nu: 0.0625, Gamma: 9e-05",736,43,0,20,94.61827284,20,40,,,,,,
"Nu: 0.0625, Gamma: 0.0001",736,44,0,19,94.4931164,20,40,,,,,,
"Nu: 0.0625, Gamma: 0.0002",736,46,0,17,94.2428035,20,40,,,,,,
"Nu: 0.0625, Gamma: 0.0003",736,47,0,16,94.11764706,20,40,,,,,,
"Nu: 0.0625, Gamma: 0.0004",736,49,0,14,93.86733417,20,40,,,,,,
"Nu: 0.0625, Gamma: 0.005",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.0625, Gamma: 0.05",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.0625, Gamma: 0.0625",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.0625, Gamma: 0.1",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.0625, Gamma: 0.2",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.0625, Gamma: 0.5",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.0625, Gamma: 0.7",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.0625, Gamma: 0.9",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.0625, Gamma: 0.99",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.1, Gamma: 1e-05",736,28,0,35,96.49561952,20,40,,,,,,
"Nu: 0.1, Gamma: 2e-05",736,37,0,26,95.36921151,20,40,,,,,,
"Nu: 0.1, Gamma: 3e-05",736,38,0,25,95.24405507,20,40,,,,,,
"Nu: 0.1, Gamma: 4e-05",736,38,0,25,95.24405507,20,40,,,,,,
"Nu: 0.1, Gamma: 5e-05",736,38,0,25,95.24405507,20,40,,,,,,
"Nu: 0.1, Gamma: 6e-05",736,38,0,25,95.24405507,20,40,,,,,,
"Nu: 0.1, Gamma: 7e-05",736,40,0,23,94.99374218,20,40,,,,,,
"Nu: 0.1, Gamma: 8e-05",736,41,0,22,94.86858573,20,40,,,,,,
"Nu: 0.1, Gamma: 9e-05",736,43,0,20,94.61827284,20,40,,,,,,
"Nu: 0.1, Gamma: 0.0001",736,44,0,19,94.4931164,20,40,,,,,,
"Nu: 0.1, Gamma: 0.0002",736,46,0,17,94.2428035,20,40,,,,,,
"Nu: 0.1, Gamma: 0.0003",736,46,0,17,94.2428035,20,40,,,,,,
"Nu: 0.1, Gamma: 0.0004",736,48,0,15,93.99249061,20,40,,,,,,
"Nu: 0.1, Gamma: 0.005",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.1, Gamma: 0.05",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.1, Gamma: 0.0625",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.1, Gamma: 0.1",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.1, Gamma: 0.2",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.1, Gamma: 0.5",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.1, Gamma: 0.7",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.1, Gamma: 0.9",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.1, Gamma: 0.99",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.2, Gamma: 1e-05",736,27,0,36,96.62077597,20,40,,,,,,
"Nu: 0.2, Gamma: 2e-05",736,37,0,26,95.36921151,20,40,,,,,,
"Nu: 0.2, Gamma: 3e-05",736,38,0,25,95.24405507,20,40,,,,,,
"Nu: 0.2, Gamma: 4e-05",736,38,0,25,95.24405507,20,40,,,,,,
"Nu: 0.2, Gamma: 5e-05",736,38,0,25,95.24405507,20,40,,,,,,
"Nu: 0.2, Gamma: 6e-05",736,39,0,24,95.11889862,20,40,,,,,,
"Nu: 0.2, Gamma: 7e-05",736,40,0,23,94.99374218,20,40,,,,,,
"Nu: 0.2, Gamma: 8e-05",736,41,0,22,94.86858573,20,40,,,,,,
"Nu: 0.2, Gamma: 9e-05",736,43,0,20,94.61827284,20,40,,,,,,
"Nu: 0.2, Gamma: 0.0001",736,44,0,19,94.4931164,20,40,,,,,,
"Nu: 0.2, Gamma: 0.0002",736,46,0,17,94.2428035,20,40,,,,,,
"Nu: 0.2, Gamma: 0.0003",736,47,0,16,94.11764706,20,40,,,,,,
"Nu: 0.2, Gamma: 0.0004",736,48,0,15,93.99249061,20,40,,,,,,
"Nu: 0.2, Gamma: 0.005",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.2, Gamma: 0.05",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.2, Gamma: 0.0625",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.2, Gamma: 0.1",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.2, Gamma: 0.2",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.2, Gamma: 0.5",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.2, Gamma: 0.7",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.2, Gamma: 0.9",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.2, Gamma: 0.99",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.5, Gamma: 1e-05",736,33,0,30,95.8698373,20,40,,,,,,
"Nu: 0.5, Gamma: 2e-05",736,37,0,26,95.36921151,20,40,,,,,,
"Nu: 0.5, Gamma: 3e-05",736,38,0,25,95.24405507,20,40,,,,,,
"Nu: 0.5, Gamma: 4e-05",736,38,0,25,95.24405507,20,40,,,,,,
"Nu: 0.5, Gamma: 5e-05",736,38,0,25,95.24405507,20,40,,,,,,
"Nu: 0.5, Gamma: 6e-05",736,39,0,24,95.11889862,20,40,,,,,,
"Nu: 0.5, Gamma: 7e-05",736,41,0,22,94.86858573,20,40,,,,,,
"Nu: 0.5, Gamma: 8e-05",736,41,0,22,94.86858573,20,40,,,,,,
"Nu: 0.5, Gamma: 9e-05",736,43,0,20,94.61827284,20,40,,,,,,
"Nu: 0.5, Gamma: 0.0001",736,44,0,19,94.4931164,20,40,,,,,,
"Nu: 0.5, Gamma: 0.0002",736,46,0,17,94.2428035,20,40,,,,,,
"Nu: 0.5, Gamma: 0.0003",736,47,0,16,94.11764706,20,40,,,,,,
"Nu: 0.5, Gamma: 0.0004",736,48,0,15,93.99249061,20,40,,,,,,
"Nu: 0.5, Gamma: 0.005",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.5, Gamma: 0.05",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.5, Gamma: 0.0625",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.5, Gamma: 0.1",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.5, Gamma: 0.2",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.5, Gamma: 0.5",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.5, Gamma: 0.7",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.5, Gamma: 0.9",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.5, Gamma: 0.99",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.7, Gamma: 1e-05",736,41,0,22,94.86858573,20,40,,,,,,
"Nu: 0.7, Gamma: 2e-05",736,41,0,22,94.86858573,20,40,,,,,,
"Nu: 0.7, Gamma: 3e-05",736,45,0,18,94.36795995,20,40,,,,,,
"Nu: 0.7, Gamma: 4e-05",736,46,0,17,94.2428035,20,40,,,,,,
"Nu: 0.7, Gamma: 5e-05",736,47,0,16,94.11764706,20,40,,,,,,
"Nu: 0.7, Gamma: 6e-05",736,47,0,16,94.11764706,20,40,,,,,,
"Nu: 0.7, Gamma: 7e-05",736,47,0,16,94.11764706,20,40,,,,,,
"Nu: 0.7, Gamma: 8e-05",736,46,0,17,94.2428035,20,40,,,,,,
"Nu: 0.7, Gamma: 9e-05",736,46,0,17,94.2428035,20,40,,,,,,
"Nu: 0.7, Gamma: 0.0001",736,45,0,18,94.36795995,20,40,,,,,,
"Nu: 0.7, Gamma: 0.0002",736,46,0,17,94.2428035,20,40,,,,,,
"Nu: 0.7, Gamma: 0.0003",736,47,0,16,94.11764706,20,40,,,,,,
"Nu: 0.7, Gamma: 0.0004",736,48,0,15,93.99249061,20,40,,,,,,
"Nu: 0.7, Gamma: 0.005",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.7, Gamma: 0.05",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.7, Gamma: 0.0625",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.7, Gamma: 0.1",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.7, Gamma: 0.2",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.7, Gamma: 0.5",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.7, Gamma: 0.7",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.7, Gamma: 0.9",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.7, Gamma: 0.99",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.9, Gamma: 1e-05",736,54,0,9,93.24155194,20,40,,,,,,
"Nu: 0.9, Gamma: 2e-05",736,56,0,7,92.99123905,20,40,,,,,,
"Nu: 0.9, Gamma: 3e-05",736,55,0,8,93.11639549,20,40,,,,,,
"Nu: 0.9, Gamma: 4e-05",736,55,0,8,93.11639549,20,40,,,,,,
"Nu: 0.9, Gamma: 5e-05",736,55,0,8,93.11639549,20,40,,,,,,
"Nu: 0.9, Gamma: 6e-05",736,55,0,8,93.11639549,20,40,,,,,,
"Nu: 0.9, Gamma: 7e-05",736,55,0,8,93.11639549,20,40,,,,,,
"Nu: 0.9, Gamma: 8e-05",736,54,0,9,93.24155194,20,40,,,,,,
"Nu: 0.9, Gamma: 9e-05",736,54,0,9,93.24155194,20,40,,,,,,
"Nu: 0.9, Gamma: 0.0001",736,55,0,8,93.11639549,20,40,,,,,,
"Nu: 0.9, Gamma: 0.0002",736,55,0,8,93.11639549,20,40,,,,,,
"Nu: 0.9, Gamma: 0.0003",736,59,0,4,92.61576971,20,40,,,,,,
"Nu: 0.9, Gamma: 0.0004",736,59,0,4,92.61576971,20,40,,,,,,
"Nu: 0.9, Gamma: 0.005",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.9, Gamma: 0.05",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.9, Gamma: 0.0625",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.9, Gamma: 0.1",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.9, Gamma: 0.2",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.9, Gamma: 0.5",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.9, Gamma: 0.7",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.9, Gamma: 0.9",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.9, Gamma: 0.99",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.99, Gamma: 1e-05",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.99, Gamma: 2e-05",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.99, Gamma: 3e-05",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.99, Gamma: 4e-05",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.99, Gamma: 5e-05",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.99, Gamma: 6e-05",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.99, Gamma: 7e-05",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.99, Gamma: 8e-05",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.99, Gamma: 9e-05",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.99, Gamma: 0.0001",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.99, Gamma: 0.0002",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.99, Gamma: 0.0003",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.99, Gamma: 0.0004",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.99, Gamma: 0.005",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.99, Gamma: 0.05",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.99, Gamma: 0.0625",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.99, Gamma: 0.1",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.99, Gamma: 0.2",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.99, Gamma: 0.5",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.99, Gamma: 0.7",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.99, Gamma: 0.9",736,63,0,0,92.11514393,20,40,,,,,,
"Nu: 0.99, Gamma: 0.99",736,63,0,0,92.11514393,20,40,,,,,,
,,,,,,,,,,,,,
Features: 16,,,,,,,,,,,,,
Target Class: bodytrack,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,,,,
"Nu: 5e-05, Gamma: 1e-05",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 5e-05, Gamma: 2e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 5e-05, Gamma: 3e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 5e-05, Gamma: 4e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 5e-05, Gamma: 5e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 5e-05, Gamma: 6e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 5e-05, Gamma: 7e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 5e-05, Gamma: 8e-05",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 5e-05, Gamma: 9e-05",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 5e-05, Gamma: 0.0001",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 5e-05, Gamma: 0.0002",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 5e-05, Gamma: 0.0003",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 5e-05, Gamma: 0.0004",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 5e-05, Gamma: 0.005",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 5e-05, Gamma: 0.05",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 5e-05, Gamma: 0.0625",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 5e-05, Gamma: 0.1",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 5e-05, Gamma: 0.2",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 5e-05, Gamma: 0.5",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 5e-05, Gamma: 0.7",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 5e-05, Gamma: 0.9",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 5e-05, Gamma: 0.99",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 6e-05, Gamma: 1e-05",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 6e-05, Gamma: 2e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 6e-05, Gamma: 3e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 6e-05, Gamma: 4e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 6e-05, Gamma: 5e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 6e-05, Gamma: 6e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 6e-05, Gamma: 7e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 6e-05, Gamma: 8e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 6e-05, Gamma: 9e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 6e-05, Gamma: 0.0001",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 6e-05, Gamma: 0.0002",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 6e-05, Gamma: 0.0003",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 6e-05, Gamma: 0.0004",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 6e-05, Gamma: 0.005",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 6e-05, Gamma: 0.05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 6e-05, Gamma: 0.0625",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 6e-05, Gamma: 0.1",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 6e-05, Gamma: 0.2",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 6e-05, Gamma: 0.5",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 6e-05, Gamma: 0.7",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 6e-05, Gamma: 0.9",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 6e-05, Gamma: 0.99",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 7e-05, Gamma: 1e-05",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 7e-05, Gamma: 2e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 7e-05, Gamma: 3e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 7e-05, Gamma: 4e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 7e-05, Gamma: 5e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 7e-05, Gamma: 6e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 7e-05, Gamma: 7e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 7e-05, Gamma: 8e-05",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 7e-05, Gamma: 9e-05",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 7e-05, Gamma: 0.0001",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 7e-05, Gamma: 0.0002",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 7e-05, Gamma: 0.0003",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 7e-05, Gamma: 0.0004",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 7e-05, Gamma: 0.005",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 7e-05, Gamma: 0.05",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 7e-05, Gamma: 0.0625",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 7e-05, Gamma: 0.1",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 7e-05, Gamma: 0.2",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 7e-05, Gamma: 0.5",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 7e-05, Gamma: 0.7",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 7e-05, Gamma: 0.9",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 7e-05, Gamma: 0.99",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 8e-05, Gamma: 1e-05",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 8e-05, Gamma: 2e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 8e-05, Gamma: 3e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 8e-05, Gamma: 4e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 8e-05, Gamma: 5e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 8e-05, Gamma: 6e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 8e-05, Gamma: 7e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 8e-05, Gamma: 8e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 8e-05, Gamma: 9e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 8e-05, Gamma: 0.0001",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 8e-05, Gamma: 0.0002",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 8e-05, Gamma: 0.0003",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 8e-05, Gamma: 0.0004",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 8e-05, Gamma: 0.005",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 8e-05, Gamma: 0.05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 8e-05, Gamma: 0.0625",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 8e-05, Gamma: 0.1",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 8e-05, Gamma: 0.2",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 8e-05, Gamma: 0.5",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 8e-05, Gamma: 0.7",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 8e-05, Gamma: 0.9",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 8e-05, Gamma: 0.99",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 9e-05, Gamma: 1e-05",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 9e-05, Gamma: 2e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 9e-05, Gamma: 3e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 9e-05, Gamma: 4e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 9e-05, Gamma: 5e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 9e-05, Gamma: 6e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 9e-05, Gamma: 7e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 9e-05, Gamma: 8e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 9e-05, Gamma: 9e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 9e-05, Gamma: 0.0001",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 9e-05, Gamma: 0.0002",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 9e-05, Gamma: 0.0003",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 9e-05, Gamma: 0.0004",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 9e-05, Gamma: 0.005",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 9e-05, Gamma: 0.05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 9e-05, Gamma: 0.0625",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 9e-05, Gamma: 0.1",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 9e-05, Gamma: 0.2",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 9e-05, Gamma: 0.5",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 9e-05, Gamma: 0.7",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 9e-05, Gamma: 0.9",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 9e-05, Gamma: 0.99",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 0.0001, Gamma: 1e-05",624,70,0,4,89.9713467,30,40,,,,,,
"Nu: 0.0001, Gamma: 2e-05",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 0.0001, Gamma: 3e-05",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 0.0001, Gamma: 4e-05",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 0.0001, Gamma: 5e-05",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 0.0001, Gamma: 6e-05",624,71,0,3,89.82808023,30,40,,,,,,
"Nu: 0.0001, Gamma: 7e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 0.0001, Gamma: 8e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 0.0001, Gamma: 9e-05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 0.0001, Gamma: 0.0001",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 0.0001, Gamma: 0.0002",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 0.0001, Gamma: 0.0003",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 0.0001, Gamma: 0.0004",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 0.0001, Gamma: 0.005",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 0.0001, Gamma: 0.05",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 0.0001, Gamma: 0.0625",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 0.0001, Gamma: 0.1",624,74,0,0,89.3982808,30,40,,,,,,
"Nu: 0.0001, Gamma: 0.2",624,74,0,0,89.3982808,30,40,,,,,,
