Features: 16,,,,,,,,,Max Acc,,Max TN,
Target Class: blackscholes,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,92.60273973,49,24,223
"Nu: 7e-05, Gamma: 5e-05",271,22,65,7,76.16438356,30,40,,,,,
"Nu: 7e-05, Gamma: 6e-05",287,27,49,2,79.17808219,30,40,,,,,
"Nu: 7e-05, Gamma: 7e-05",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 7e-05, Gamma: 8e-05",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 7e-05, Gamma: 9e-05",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 7e-05, Gamma: 0.0001",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 7e-05, Gamma: 0.0002",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 7e-05, Gamma: 0.0003",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 7e-05, Gamma: 0.0004",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 7e-05, Gamma: 0.005",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 7e-05, Gamma: 0.05",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 7e-05, Gamma: 0.0625",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 7e-05, Gamma: 0.1",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 7e-05, Gamma: 0.2",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 7e-05, Gamma: 0.5",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 7e-05, Gamma: 0.7",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 7e-05, Gamma: 0.9",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 7e-05, Gamma: 0.99",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 8e-05, Gamma: 1e-05",336,28,0,1,92.32876712,30,40,,,,,
"Nu: 8e-05, Gamma: 2e-05",336,25,0,4,93.15068493,30,40,,,,,
"Nu: 8e-05, Gamma: 3e-05",193,10,143,19,58.08219178,30,40,,,,,
"Nu: 8e-05, Gamma: 4e-05",243,14,93,15,70.68493151,30,40,,,,,
"Nu: 8e-05, Gamma: 5e-05",271,22,65,7,76.16438356,30,40,,,,,
"Nu: 8e-05, Gamma: 6e-05",287,27,49,2,79.17808219,30,40,,,,,
"Nu: 8e-05, Gamma: 7e-05",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 8e-05, Gamma: 8e-05",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 8e-05, Gamma: 9e-05",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 8e-05, Gamma: 0.0001",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 8e-05, Gamma: 0.0002",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 8e-05, Gamma: 0.0003",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 8e-05, Gamma: 0.0004",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 8e-05, Gamma: 0.005",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 8e-05, Gamma: 0.05",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 8e-05, Gamma: 0.0625",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 8e-05, Gamma: 0.1",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 8e-05, Gamma: 0.2",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 8e-05, Gamma: 0.5",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 8e-05, Gamma: 0.7",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 8e-05, Gamma: 0.9",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 8e-05, Gamma: 0.99",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 9e-05, Gamma: 1e-05",336,27,0,2,92.60273973,30,40,,,,,
"Nu: 9e-05, Gamma: 2e-05",336,25,0,4,93.15068493,30,40,,,,,
"Nu: 9e-05, Gamma: 3e-05",193,10,143,19,58.08219178,30,40,,,,,
"Nu: 9e-05, Gamma: 4e-05",243,14,93,15,70.68493151,30,40,,,,,
"Nu: 9e-05, Gamma: 5e-05",271,22,65,7,76.16438356,30,40,,,,,
"Nu: 9e-05, Gamma: 6e-05",287,27,49,2,79.17808219,30,40,,,,,
"Nu: 9e-05, Gamma: 7e-05",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 9e-05, Gamma: 8e-05",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 9e-05, Gamma: 9e-05",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 9e-05, Gamma: 0.0001",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 9e-05, Gamma: 0.0002",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 9e-05, Gamma: 0.0003",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 9e-05, Gamma: 0.0004",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 9e-05, Gamma: 0.005",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 9e-05, Gamma: 0.05",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 9e-05, Gamma: 0.0625",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 9e-05, Gamma: 0.1",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 9e-05, Gamma: 0.2",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 9e-05, Gamma: 0.5",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 9e-05, Gamma: 0.7",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 9e-05, Gamma: 0.9",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 9e-05, Gamma: 0.99",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.0001, Gamma: 1e-05",336,27,0,2,92.60273973,30,40,,,,,
"Nu: 0.0001, Gamma: 2e-05",336,25,0,4,93.15068493,30,40,,,,,
"Nu: 0.0001, Gamma: 3e-05",193,10,143,19,58.08219178,30,40,,,,,
"Nu: 0.0001, Gamma: 4e-05",243,14,93,15,70.68493151,30,40,,,,,
"Nu: 0.0001, Gamma: 5e-05",271,22,65,7,76.16438356,30,40,,,,,
"Nu: 0.0001, Gamma: 6e-05",287,27,49,2,79.17808219,30,40,,,,,
"Nu: 0.0001, Gamma: 7e-05",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.0001, Gamma: 8e-05",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.0001, Gamma: 9e-05",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.0001, Gamma: 0.0001",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.0001, Gamma: 0.0002",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.0001, Gamma: 0.0003",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0001, Gamma: 0.0004",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0001, Gamma: 0.005",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0001, Gamma: 0.05",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0001, Gamma: 0.0625",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0001, Gamma: 0.1",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0001, Gamma: 0.2",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0001, Gamma: 0.5",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0001, Gamma: 0.7",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0001, Gamma: 0.9",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0001, Gamma: 0.99",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0002, Gamma: 1e-05",154,10,182,19,47.39726027,30,40,,,,,
"Nu: 0.0002, Gamma: 2e-05",149,9,187,20,46.30136986,30,40,,,,,
"Nu: 0.0002, Gamma: 3e-05",133,9,203,20,41.91780822,30,40,,,,,
"Nu: 0.0002, Gamma: 4e-05",133,8,203,21,42.19178082,30,40,,,,,
"Nu: 0.0002, Gamma: 5e-05",139,8,197,21,43.83561644,30,40,,,,,
"Nu: 0.0002, Gamma: 6e-05",141,9,195,20,44.10958904,30,40,,,,,
"Nu: 0.0002, Gamma: 7e-05",157,10,179,19,48.21917808,30,40,,,,,
"Nu: 0.0002, Gamma: 8e-05",207,12,129,17,61.36986301,30,40,,,,,
"Nu: 0.0002, Gamma: 9e-05",176,10,160,19,53.42465753,30,40,,,,,
"Nu: 0.0002, Gamma: 0.0001",322,23,14,6,89.8630137,30,40,,,,,
"Nu: 0.0002, Gamma: 0.0002",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0002, Gamma: 0.0003",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0002, Gamma: 0.0004",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0002, Gamma: 0.005",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.0002, Gamma: 0.05",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.0002, Gamma: 0.0625",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.0002, Gamma: 0.1",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.0002, Gamma: 0.2",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.0002, Gamma: 0.5",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.0002, Gamma: 0.7",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.0002, Gamma: 0.9",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.0002, Gamma: 0.99",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.0003, Gamma: 1e-05",140,7,196,22,44.38356164,30,40,,,,,
"Nu: 0.0003, Gamma: 2e-05",127,7,209,22,40.82191781,30,40,,,,,
"Nu: 0.0003, Gamma: 3e-05",137,6,199,23,43.83561644,30,40,,,,,
"Nu: 0.0003, Gamma: 4e-05",130,8,206,21,41.36986301,30,40,,,,,
"Nu: 0.0003, Gamma: 5e-05",133,8,203,21,42.19178082,30,40,,,,,
"Nu: 0.0003, Gamma: 6e-05",141,8,195,21,44.38356164,30,40,,,,,
"Nu: 0.0003, Gamma: 7e-05",137,8,199,21,43.28767123,30,40,,,,,
"Nu: 0.0003, Gamma: 8e-05",147,9,189,20,45.75342466,30,40,,,,,
"Nu: 0.0003, Gamma: 9e-05",173,10,163,19,52.60273973,30,40,,,,,
"Nu: 0.0003, Gamma: 0.0001",289,16,47,13,82.73972603,30,40,,,,,
"Nu: 0.0003, Gamma: 0.0002",274,22,62,7,76.98630137,30,40,,,,,
"Nu: 0.0003, Gamma: 0.0003",245,16,91,13,70.68493151,30,40,,,,,
"Nu: 0.0003, Gamma: 0.0004",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0003, Gamma: 0.005",290,26,46,3,80.2739726,30,40,,,,,
"Nu: 0.0003, Gamma: 0.05",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.0003, Gamma: 0.0625",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.0003, Gamma: 0.1",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0003, Gamma: 0.2",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0003, Gamma: 0.5",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0003, Gamma: 0.7",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0003, Gamma: 0.9",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0003, Gamma: 0.99",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0004, Gamma: 1e-05",103,6,233,23,34.52054795,30,40,,,,,
"Nu: 0.0004, Gamma: 2e-05",126,8,210,21,40.2739726,30,40,,,,,
"Nu: 0.0004, Gamma: 3e-05",119,6,217,23,38.90410959,30,40,,,,,
"Nu: 0.0004, Gamma: 4e-05",120,7,216,22,38.90410959,30,40,,,,,
"Nu: 0.0004, Gamma: 5e-05",133,8,203,21,42.19178082,30,40,,,,,
"Nu: 0.0004, Gamma: 6e-05",132,8,204,21,41.91780822,30,40,,,,,
"Nu: 0.0004, Gamma: 7e-05",136,8,200,21,43.01369863,30,40,,,,,
"Nu: 0.0004, Gamma: 8e-05",147,8,189,21,46.02739726,30,40,,,,,
"Nu: 0.0004, Gamma: 9e-05",166,11,170,18,50.4109589,30,40,,,,,
"Nu: 0.0004, Gamma: 0.0001",228,11,108,18,67.39726027,30,40,,,,,
"Nu: 0.0004, Gamma: 0.0002",226,14,110,15,66.02739726,30,40,,,,,
"Nu: 0.0004, Gamma: 0.0003",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0004, Gamma: 0.0004",336,28,0,1,92.32876712,30,40,,,,,
"Nu: 0.0004, Gamma: 0.005",260,15,76,14,75.06849315,30,40,,,,,
"Nu: 0.0004, Gamma: 0.05",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.0004, Gamma: 0.0625",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.0004, Gamma: 0.1",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0004, Gamma: 0.2",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0004, Gamma: 0.5",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0004, Gamma: 0.7",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0004, Gamma: 0.9",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.0004, Gamma: 0.99",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.005, Gamma: 1e-05",141,5,195,24,45.20547945,30,40,,,,,
"Nu: 0.005, Gamma: 2e-05",151,5,185,24,47.94520548,30,40,,,,,
"Nu: 0.005, Gamma: 3e-05",157,8,179,21,48.76712329,30,40,,,,,
"Nu: 0.005, Gamma: 4e-05",159,6,177,23,49.8630137,30,40,,,,,
"Nu: 0.005, Gamma: 5e-05",167,5,169,24,52.32876712,30,40,,,,,
"Nu: 0.005, Gamma: 6e-05",175,8,161,21,53.69863014,30,40,,,,,
"Nu: 0.005, Gamma: 7e-05",190,8,146,21,57.80821918,30,40,,,,,
"Nu: 0.005, Gamma: 8e-05",152,7,184,22,47.67123288,30,40,,,,,
"Nu: 0.005, Gamma: 9e-05",164,7,172,22,50.95890411,30,40,,,,,
"Nu: 0.005, Gamma: 0.0001",164,7,172,22,50.95890411,30,40,,,,,
"Nu: 0.005, Gamma: 0.0002",222,11,114,18,65.75342466,30,40,,,,,
"Nu: 0.005, Gamma: 0.0003",190,12,146,17,56.71232877,30,40,,,,,
"Nu: 0.005, Gamma: 0.0004",215,12,121,17,63.56164384,30,40,,,,,
"Nu: 0.005, Gamma: 0.005",263,16,73,13,75.61643836,30,40,,,,,
"Nu: 0.005, Gamma: 0.05",297,26,39,3,82.19178082,30,40,,,,,
"Nu: 0.005, Gamma: 0.0625",330,27,6,2,90.95890411,30,40,,,,,
"Nu: 0.005, Gamma: 0.1",329,27,7,2,90.68493151,30,40,,,,,
"Nu: 0.005, Gamma: 0.2",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.005, Gamma: 0.5",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.005, Gamma: 0.7",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.005, Gamma: 0.9",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.005, Gamma: 0.99",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.05, Gamma: 1e-05",109,5,227,24,36.43835616,30,40,,,,,
"Nu: 0.05, Gamma: 2e-05",148,5,188,24,47.12328767,30,40,,,,,
"Nu: 0.05, Gamma: 3e-05",121,5,215,24,39.7260274,30,40,,,,,
"Nu: 0.05, Gamma: 4e-05",159,6,177,23,49.8630137,30,40,,,,,
"Nu: 0.05, Gamma: 5e-05",168,6,168,23,52.32876712,30,40,,,,,
"Nu: 0.05, Gamma: 6e-05",175,6,161,23,54.24657534,30,40,,,,,
"Nu: 0.05, Gamma: 7e-05",147,7,189,22,46.30136986,30,40,,,,,
"Nu: 0.05, Gamma: 8e-05",185,7,151,22,56.71232877,30,40,,,,,
"Nu: 0.05, Gamma: 9e-05",192,7,144,22,58.63013699,30,40,,,,,
"Nu: 0.05, Gamma: 0.0001",163,7,173,22,50.68493151,30,40,,,,,
"Nu: 0.05, Gamma: 0.0002",212,11,124,18,63.01369863,30,40,,,,,
"Nu: 0.05, Gamma: 0.0003",233,12,103,17,68.49315068,30,40,,,,,
"Nu: 0.05, Gamma: 0.0004",237,12,99,17,69.5890411,30,40,,,,,
"Nu: 0.05, Gamma: 0.005",301,16,35,13,86.02739726,30,40,,,,,
"Nu: 0.05, Gamma: 0.05",327,26,9,3,90.4109589,30,40,,,,,
"Nu: 0.05, Gamma: 0.0625",297,27,39,2,81.91780822,30,40,,,,,
"Nu: 0.05, Gamma: 0.1",301,27,35,2,83.01369863,30,40,,,,,
"Nu: 0.05, Gamma: 0.2",304,27,32,2,83.83561644,30,40,,,,,
"Nu: 0.05, Gamma: 0.5",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.05, Gamma: 0.7",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.05, Gamma: 0.9",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.05, Gamma: 0.99",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.0625, Gamma: 1e-05",109,5,227,24,36.43835616,30,40,,,,,
"Nu: 0.0625, Gamma: 2e-05",118,5,218,24,38.90410959,30,40,,,,,
"Nu: 0.0625, Gamma: 3e-05",121,5,215,24,39.7260274,30,40,,,,,
"Nu: 0.0625, Gamma: 4e-05",127,5,209,24,41.36986301,30,40,,,,,
"Nu: 0.0625, Gamma: 5e-05",168,6,168,23,52.32876712,30,40,,,,,
"Nu: 0.0625, Gamma: 6e-05",174,6,162,23,53.97260274,30,40,,,,,
"Nu: 0.0625, Gamma: 7e-05",147,7,189,22,46.30136986,30,40,,,,,
"Nu: 0.0625, Gamma: 8e-05",186,7,150,22,56.98630137,30,40,,,,,
"Nu: 0.0625, Gamma: 9e-05",161,7,175,22,50.1369863,30,40,,,,,
"Nu: 0.0625, Gamma: 0.0001",195,7,141,22,59.45205479,30,40,,,,,
"Nu: 0.0625, Gamma: 0.0002",177,11,159,18,53.42465753,30,40,,,,,
"Nu: 0.0625, Gamma: 0.0003",201,12,135,17,59.7260274,30,40,,,,,
"Nu: 0.0625, Gamma: 0.0004",237,12,99,17,69.5890411,30,40,,,,,
"Nu: 0.0625, Gamma: 0.005",301,16,35,13,86.02739726,30,40,,,,,
"Nu: 0.0625, Gamma: 0.05",327,26,9,3,90.4109589,30,40,,,,,
"Nu: 0.0625, Gamma: 0.0625",297,27,39,2,81.91780822,30,40,,,,,
"Nu: 0.0625, Gamma: 0.1",333,27,3,2,91.78082192,30,40,,,,,
"Nu: 0.0625, Gamma: 0.2",304,27,32,2,83.83561644,30,40,,,,,
"Nu: 0.0625, Gamma: 0.5",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.0625, Gamma: 0.7",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.0625, Gamma: 0.9",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.0625, Gamma: 0.99",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.1, Gamma: 1e-05",141,5,195,24,45.20547945,30,40,,,,,
"Nu: 0.1, Gamma: 2e-05",148,5,188,24,47.12328767,30,40,,,,,
"Nu: 0.1, Gamma: 3e-05",153,5,183,24,48.49315068,30,40,,,,,
"Nu: 0.1, Gamma: 4e-05",127,6,209,23,41.09589041,30,40,,,,,
"Nu: 0.1, Gamma: 5e-05",136,6,200,23,43.56164384,30,40,,,,,
"Nu: 0.1, Gamma: 6e-05",174,6,162,23,53.97260274,30,40,,,,,
"Nu: 0.1, Gamma: 7e-05",147,6,189,23,46.57534247,30,40,,,,,
"Nu: 0.1, Gamma: 8e-05",185,7,151,22,56.71232877,30,40,,,,,
"Nu: 0.1, Gamma: 9e-05",193,7,143,22,58.90410959,30,40,,,,,
"Nu: 0.1, Gamma: 0.0001",195,7,141,22,59.45205479,30,40,,,,,
"Nu: 0.1, Gamma: 0.0002",178,11,158,18,53.69863014,30,40,,,,,
"Nu: 0.1, Gamma: 0.0003",231,12,105,17,67.94520548,30,40,,,,,
"Nu: 0.1, Gamma: 0.0004",237,12,99,17,69.5890411,30,40,,,,,
"Nu: 0.1, Gamma: 0.005",269,16,67,13,77.26027397,30,40,,,,,
"Nu: 0.1, Gamma: 0.05",295,26,41,3,81.64383562,30,40,,,,,
"Nu: 0.1, Gamma: 0.0625",330,27,6,2,90.95890411,30,40,,,,,
"Nu: 0.1, Gamma: 0.1",333,27,3,2,91.78082192,30,40,,,,,
"Nu: 0.1, Gamma: 0.2",304,27,32,2,83.83561644,30,40,,,,,
"Nu: 0.1, Gamma: 0.5",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.1, Gamma: 0.7",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.1, Gamma: 0.9",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.1, Gamma: 0.99",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.2, Gamma: 1e-05",114,5,222,24,37.80821918,30,40,,,,,
"Nu: 0.2, Gamma: 2e-05",122,5,214,24,40,30,40,,,,,
"Nu: 0.2, Gamma: 3e-05",121,5,215,24,39.7260274,30,40,,,,,
"Nu: 0.2, Gamma: 4e-05",128,5,208,24,41.64383562,30,40,,,,,
"Nu: 0.2, Gamma: 5e-05",170,6,166,23,52.87671233,30,40,,,,,
"Nu: 0.2, Gamma: 6e-05",174,6,162,23,53.97260274,30,40,,,,,
"Nu: 0.2, Gamma: 7e-05",147,6,189,23,46.57534247,30,40,,,,,
"Nu: 0.2, Gamma: 8e-05",185,7,151,22,56.71232877,30,40,,,,,
"Nu: 0.2, Gamma: 9e-05",193,7,143,22,58.90410959,30,40,,,,,
"Nu: 0.2, Gamma: 0.0001",163,7,173,22,50.68493151,30,40,,,,,
"Nu: 0.2, Gamma: 0.0002",178,11,158,18,53.69863014,30,40,,,,,
"Nu: 0.2, Gamma: 0.0003",232,12,104,17,68.21917808,30,40,,,,,
"Nu: 0.2, Gamma: 0.0004",237,12,99,17,69.5890411,30,40,,,,,
"Nu: 0.2, Gamma: 0.005",269,16,67,13,77.26027397,30,40,,,,,
"Nu: 0.2, Gamma: 0.05",295,26,41,3,81.64383562,30,40,,,,,
"Nu: 0.2, Gamma: 0.0625",297,27,39,2,81.91780822,30,40,,,,,
"Nu: 0.2, Gamma: 0.1",301,27,35,2,83.01369863,30,40,,,,,
"Nu: 0.2, Gamma: 0.2",304,27,32,2,83.83561644,30,40,,,,,
"Nu: 0.2, Gamma: 0.5",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.2, Gamma: 0.7",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.2, Gamma: 0.9",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.2, Gamma: 0.99",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.5, Gamma: 1e-05",125,10,211,19,39.45205479,30,40,,,,,
"Nu: 0.5, Gamma: 2e-05",149,11,187,18,45.75342466,30,40,,,,,
"Nu: 0.5, Gamma: 3e-05",157,11,179,18,47.94520548,30,40,,,,,
"Nu: 0.5, Gamma: 4e-05",165,12,171,17,49.8630137,30,40,,,,,
"Nu: 0.5, Gamma: 5e-05",166,12,170,17,50.1369863,30,40,,,,,
"Nu: 0.5, Gamma: 6e-05",170,12,166,17,51.23287671,30,40,,,,,
"Nu: 0.5, Gamma: 7e-05",170,12,166,17,51.23287671,30,40,,,,,
"Nu: 0.5, Gamma: 8e-05",202,12,134,17,60,30,40,,,,,
"Nu: 0.5, Gamma: 9e-05",170,12,166,17,51.23287671,30,40,,,,,
"Nu: 0.5, Gamma: 0.0001",171,12,165,17,51.50684932,30,40,,,,,
"Nu: 0.5, Gamma: 0.0002",203,12,133,17,60.2739726,30,40,,,,,
"Nu: 0.5, Gamma: 0.0003",245,12,91,17,71.78082192,30,40,,,,,
"Nu: 0.5, Gamma: 0.0004",252,12,84,17,73.69863014,30,40,,,,,
"Nu: 0.5, Gamma: 0.005",269,16,67,13,77.26027397,30,40,,,,,
"Nu: 0.5, Gamma: 0.05",327,26,9,3,90.4109589,30,40,,,,,
"Nu: 0.5, Gamma: 0.0625",298,27,38,2,82.19178082,30,40,,,,,
"Nu: 0.5, Gamma: 0.1",333,27,3,2,91.78082192,30,40,,,,,
"Nu: 0.5, Gamma: 0.2",304,27,32,2,83.83561644,30,40,,,,,
"Nu: 0.5, Gamma: 0.5",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.5, Gamma: 0.7",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.5, Gamma: 0.9",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.5, Gamma: 0.99",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.7, Gamma: 1e-05",224,15,112,14,65.20547945,30,40,,,,,
"Nu: 0.7, Gamma: 2e-05",253,15,83,14,73.15068493,30,40,,,,,
"Nu: 0.7, Gamma: 3e-05",264,16,72,13,75.89041096,30,40,,,,,
"Nu: 0.7, Gamma: 4e-05",268,13,68,16,77.80821918,30,40,,,,,
"Nu: 0.7, Gamma: 5e-05",273,13,63,16,79.17808219,30,40,,,,,
"Nu: 0.7, Gamma: 6e-05",277,14,59,15,80,30,40,,,,,
"Nu: 0.7, Gamma: 7e-05",278,14,58,15,80.2739726,30,40,,,,,
"Nu: 0.7, Gamma: 8e-05",249,14,87,15,72.32876712,30,40,,,,,
"Nu: 0.7, Gamma: 9e-05",250,14,86,15,72.60273973,30,40,,,,,
"Nu: 0.7, Gamma: 0.0001",252,14,84,15,73.15068493,30,40,,,,,
"Nu: 0.7, Gamma: 0.0002",253,14,83,15,73.42465753,30,40,,,,,
"Nu: 0.7, Gamma: 0.0003",255,15,81,14,73.69863014,30,40,,,,,
"Nu: 0.7, Gamma: 0.0004",290,15,46,14,83.28767123,30,40,,,,,
"Nu: 0.7, Gamma: 0.005",303,19,33,10,85.75342466,30,40,,,,,
"Nu: 0.7, Gamma: 0.05",327,26,9,3,90.4109589,30,40,,,,,
"Nu: 0.7, Gamma: 0.0625",330,27,6,2,90.95890411,30,40,,,,,
"Nu: 0.7, Gamma: 0.1",301,27,35,2,83.01369863,30,40,,,,,
"Nu: 0.7, Gamma: 0.2",304,27,32,2,83.83561644,30,40,,,,,
"Nu: 0.7, Gamma: 0.5",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.7, Gamma: 0.7",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.7, Gamma: 0.9",304,29,32,0,83.28767123,30,40,,,,,
"Nu: 0.7, Gamma: 0.99",336,29,0,0,92.05479452,30,40,,,,,
"Nu: 0.9, Gamma: 1e-05",307,23,29,6,85.75342466,30,40,,,,,
"Nu: 0.9, Gamma: 2e-05",315,24,21,5,87.67123288,30,40,,,,,
"Nu: 0.9, Gamma: 3e-05",315,23,21,6,87.94520548,30,40,,,,,
"Nu: 0.9, Gamma: 4e-05",320,25,16,4,88.76712329,30,40,,,,,
"Nu: 0.9, Gamma: 5e-05",320,25,16,4,88.76712329,30,40,,,,,
"Nu: 0.9, Gamma: 6e-05",320,25,16,4,88.76712329,30,40,,,,,
"Nu: 0.9, Gamma: 7e-05",320,26,16,3,88.49315068,30,40,,,,,
"Nu: 0.9, Gamma: 8e-05",319,26,17,3,88.21917808,30,40,,,,,
"Nu: 0.9, Gamma: 9e-05",319,26,17,3,88.21917808,30,40,,,,,
"Nu: 0.9, Gamma: 0.0001",319,26,17,3,88.21917808,30,40,,,,,
"Nu: 0.9, Gamma: 0.0002",316,26,20,3,87.39726027,30,40,,,,,
