ToRouter0,ToRouter1,ToRouter2,ToRouter3,ToRouter4,ToRouter5,ToRouter6,ToRouter7,ToRouter8,ToRouter9,ToRouter10,ToRouter11,ToRouter12,ToRouter13,ToRouter14,ToRouter15,Applications (Label Classes)
5051,73,1475,23,1200,39,3094,18,32,2442,958,21,33,368,6458,3213,ferret
4936,23,1304,20,1240,19,3073,12,17,2422,1102,10,28,431,8780,3208,ferret
4698,47,1315,61,1081,67,3289,46,49,2559,1181,47,52,352,6656,3055,ferret
4483,18,1204,15,953,17,3248,10,18,2279,1265,8,16,296,6953,2706,ferret
4451,25,1259,18,1061,23,3191,16,21,2302,972,10,22,317,6883,2813,ferret
4610,61,1348,68,1102,61,3413,43,52,2265,1893,52,61,445,7427,2871,ferret
4816,68,1328,91,1291,92,3423,72,80,2399,1341,80,88,538,6332,3052,ferret
4637,34,1218,31,1121,34,3247,26,33,2289,1458,26,35,390,5169,2952,ferret
4814,51,1373,48,1202,37,3258,35,37,2337,1133,39,48,408,7893,2980,ferret
5007,57,1351,51,1247,59,3224,48,37,2463,1427,46,62,422,8667,3182,ferret
4785,25,1363,21,1167,29,2967,22,25,2330,927,25,35,415,6708,2938,ferret
5557,66,1589,36,1483,50,3157,38,43,2560,1546,47,51,502,7735,3334,ferret
14415,10018,9914,8352,11040,6853,7411,6503,6655,7256,8598,6680,6830,6715,10526,10197,ferret
5904,2005,2981,860,2045,51,743,48,40,476,1766,52,58,40,3556,2894,ferret
5578,1992,2907,822,1834,64,748,60,55,507,2319,71,89,62,3771,2663,ferret
5697,1960,2815,822,1731,31,696,26,20,460,1832,25,44,26,3184,2626,ferret
5891,2176,2985,953,1679,46,677,26,40,460,1321,53,55,36,3481,2981,ferret
5668,1840,3023,784,1807,19,721,21,15,457,1408,15,23,23,4770,3188,ferret
5411,2164,2965,841,1676,80,697,72,70,458,1786,80,93,78,3123,3054,ferret
5328,1652,2735,730,1536,21,645,21,15,416,1361,16,25,23,3239,2696,ferret
5415,1627,2908,767,1583,21,735,22,15,431,1270,18,26,27,3346,2617,ferret
5549,1737,2995,830,1633,59,772,54,55,456,2496,65,74,65,3632,3031,ferret
5533,1701,2990,866,1879,100,864,98,89,510,2287,124,117,109,3131,2916,ferret
5523,1688,2905,781,1711,34,707,30,30,414,1667,28,44,38,2705,3267,ferret
5565,1771,3048,887,1758,40,684,40,41,429,1505,38,45,44,4547,2547,ferret
5585,1817,2868,815,1875,45,734,47,48,470,1710,42,62,56,4353,2701,ferret
5617,1819,2687,956,1744,32,663,29,27,422,1338,50,41,30,2869,2654,ferret
6083,2085,3167,872,2223,37,787,37,34,513,2122,124,57,47,3612,2912,ferret
6025,5431,5646,7646,4138,3224,2947,2992,2967,2862,3397,2809,2889,2868,4127,8172,ferret
2179,2833,2729,4568,407,230,33,34,28,26,511,35,38,35,749,6769,ferret
2181,2520,2600,3783,445,194,35,23,27,30,477,38,23,26,750,6968,ferret
2263,2287,2520,3741,556,213,48,36,25,21,493,34,24,22,1004,6463,ferret
2331,2256,2540,3783,456,227,23,23,34,21,483,24,34,20,889,5716,ferret
2238,2409,2637,3695,439,149,16,14,11,13,489,13,16,11,952,5402,ferret
2085,2760,2694,3773,340,142,30,29,32,30,520,29,19,31,767,6557,ferret
2083,3119,2745,3674,318,123,16,14,14,13,451,11,13,13,694,6856,ferret
2203,2383,2710,3679,401,121,14,12,9,14,460,10,11,10,727,5679,ferret
2056,2232,2628,3584,376,140,27,28,20,26,488,24,25,25,689,7224,ferret
2198,2238,2702,3601,518,182,50,45,36,44,491,51,47,38,833,7544,ferret
2139,2236,2555,3456,461,127,15,18,12,16,422,18,12,20,849,6659,ferret
2092,2336,2540,3559,375,188,20,18,13,17,472,20,14,20,763,6302,ferret
2067,2289,2572,3691,362,136,21,19,15,22,469,23,17,19,794,5813,ferret
2196,2330,2545,3729,483,316,30,22,21,16,512,51,25,15,781,6865,ferret
2306,2304,2713,3670,493,211,24,21,18,25,514,34,16,19,842,6201,ferret
2302,1919,900,5581,1647,2098,933,931,928,903,1342,884,884,928,1028,6328,ferret
1088,1288,26,5516,255,587,28,7,9,8,495,9,15,12,49,7719,ferret
1040,1396,17,4443,300,645,28,9,7,7,301,3,12,9,39,7682,ferret
1031,1100,20,4378,245,648,32,8,8,10,506,9,15,6,45,7870,ferret
1102,890,19,4215,308,812,38,9,9,8,243,7,14,9,60,7723,ferret
1130,1020,18,4220,411,691,60,9,9,7,255,9,27,5,86,6876,ferret
962,1191,15,4432,266,609,25,8,8,7,480,5,9,4,49,7584,ferret
923,1007,13,4725,215,528,20,5,5,5,435,4,4,6,33,7280,ferret
955,957,16,4824,278,584,17,4,5,5,363,3,7,5,33,6670,ferret
996,896,20,4593,233,545,18,5,7,6,711,2,8,8,40,8518,ferret
967,875,32,4348,318,628,36,12,13,22,736,19,25,18,85,8793,ferret
961,876,8,4288,227,544,14,3,4,5,462,2,7,4,26,6375,ferret
1001,874,13,4357,286,604,29,4,4,6,511,4,5,6,48,8401,ferret
975,904,14,4347,250,585,23,3,5,7,444,5,9,7,38,6954,ferret
1065,877,19,4257,309,731,49,8,6,5,400,4,16,10,72,7721,ferret
1146,863,10,4282,266,695,38,5,7,6,640,4,8,4,52,7935,ferret
8707,7458,3639,7620,9022,6730,3647,3637,3554,3557,5034,3508,3604,3648,3675,6216,ferret
4033,3427,39,4636,3813,3896,25,33,34,33,1242,35,30,29,52,3509,ferret
3722,3346,51,4034,3855,4311,43,43,47,44,1083,51,41,47,47,2850,ferret
3699,2956,32,5258,3753,4263,33,30,26,32,1418,30,29,23,37,2803,ferret
3877,2960,33,3612,3750,3807,24,18,23,21,934,20,28,23,35,3196,ferret
3968,3060,42,3758,3952,3212,45,37,35,41,966,33,37,35,65,2632,ferret
3896,3950,47,4026,3805,2718,32,36,37,31,1131,31,27,41,41,3383,ferret
3588,3180,11,4082,3671,2096,9,9,9,8,1106,8,8,11,19,2921,ferret
3608,2916,10,3867,3734,2024,13,10,9,15,945,9,9,11,16,2317,ferret
3643,2798,31,3646,3716,2013,26,26,35,30,1410,28,21,35,26,3586,ferret
3904,2818,53,3567,3876,2043,72,53,59,55,1294,59,74,70,75,3302,ferret
3510,2728,15,3521,3715,2031,14,14,12,16,1175,15,12,17,21,2426,ferret
3707,2888,23,3529,3755,2092,20,13,14,21,1214,16,11,21,29,2974,ferret
3824,2925,22,3564,3839,2129,24,18,17,19,1177,20,16,21,35,2254,ferret
4068,2943,44,3503,3817,2123,40,45,36,45,1041,42,44,49,60,3832,ferret
3993,2934,31,3523,4011,2056,32,22,31,27,1292,33,37,23,49,3005,ferret
4624,4712,1552,5367,2474,3703,1516,1543,1577,1604,2285,1464,1484,1595,1644,3743,ferret
1893,5000,14,4565,624,2253,19,11,13,13,718,15,15,13,18,1170,ferret
1791,4584,15,3778,658,6475,16,13,12,21,489,15,16,18,17,1178,ferret
1717,4398,8,4837,619,3021,7,12,7,12,709,17,10,11,15,1129,ferret
1832,3602,11,3475,620,2463,14,11,9,19,542,12,15,17,27,1161,ferret
1894,3640,10,3522,622,4054,14,12,8,6,612,10,8,12,10,1253,ferret
1851,3583,14,3940,669,3809,12,13,10,18,615,13,10,11,13,1169,ferret
1656,3432,4,4217,645,2235,4,6,8,10,536,5,4,7,7,993,ferret
1674,2992,4,3871,635,2077,2,3,5,12,569,4,5,10,8,991,ferret
1771,2868,9,3580,639,1974,11,11,11,13,952,15,13,9,10,1029,ferret
1800,2810,28,3482,687,1992,32,27,24,35,914,27,28,33,25,1182,ferret
1618,2790,3,3493,504,1964,2,5,5,9,663,4,4,11,6,1078,ferret
1785,2848,6,3509,567,1985,5,4,8,11,620,4,4,9,8,1134,ferret
1864,2867,8,3537,578,2022,6,7,8,12,683,7,8,13,11,1219,ferret
2005,2784,10,3399,717,1966,10,11,12,16,477,14,15,17,11,1199,ferret
2261,2833,9,3420,821,1955,7,8,11,12,924,17,13,11,18,1397,ferret
10595,7300,4162,8477,7605,7300,4141,4163,4113,7489,5903,4222,4292,4187,4268,8081,ferret
4163,3502,37,5425,2552,2992,22,25,23,1377,1449,27,28,30,25,1710,ferret
4066,5000,27,4415,2545,3403,24,23,22,1379,1145,25,27,23,31,1748,ferret
3954,3952,29,4483,2865,2553,16,24,23,1240,1412,20,24,21,21,1699,ferret
4279,2950,37,4048,2859,2621,31,21,23,1564,1362,36,28,24,30,1982,ferret
4431,3159,31,3965,2965,3458,21,20,20,1450,1278,31,25,30,21,1868,ferret
