Features: 16,,,,,,,,,,
Target Class: freqmine,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,92.52336449,3
"Nu: 0.9, Gamma: 0.2",1,19,13,142,81.71428571,10,40,,,
"Nu: 0.9, Gamma: 0.5",1,19,3,152,87.42857143,10,40,,,
"Nu: 0.9, Gamma: 0.7",2,18,4,151,87.42857143,10,40,,,
"Nu: 0.9, Gamma: 0.9",2,18,4,151,87.42857143,10,40,,,
"Nu: 0.9, Gamma: 0.99",2,18,4,151,87.42857143,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,20,3,152,86.85714286,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,20,3,152,86.85714286,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,20,3,152,86.85714286,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,20,3,152,86.85714286,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,20,3,152,86.85714286,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,20,3,152,86.85714286,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,20,3,152,86.85714286,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,20,3,152,86.85714286,10,40,,,
"Nu: 0.99, Gamma: 0.2",0,20,4,151,86.28571429,10,40,,,
"Nu: 0.99, Gamma: 0.5",0,20,0,155,88.57142857,10,40,,,
"Nu: 0.99, Gamma: 0.7",0,20,0,155,88.57142857,10,40,,,
"Nu: 0.99, Gamma: 0.9",0,20,0,155,88.57142857,10,40,,,
"Nu: 0.99, Gamma: 0.99",0,20,0,155,88.57142857,10,40,,,
