Features: 16,,,,,,,,,
Target Class: dedup,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,99.6371553
"Nu: 0.99, Gamma: 0.0002",1,274,0,97,26.34408602,10,40,,
"Nu: 0.99, Gamma: 0.0003",1,274,0,97,26.34408602,10,40,,
"Nu: 0.99, Gamma: 0.0004",1,274,0,97,26.34408602,10,40,,
"Nu: 0.99, Gamma: 0.005",1,274,0,97,26.34408602,10,40,,
"Nu: 0.99, Gamma: 0.05",1,274,0,97,26.34408602,10,40,,
"Nu: 0.99, Gamma: 0.0625",1,274,0,97,26.34408602,10,40,,
"Nu: 0.99, Gamma: 0.1",1,274,0,97,26.34408602,10,40,,
"Nu: 0.99, Gamma: 0.2",1,274,0,97,26.34408602,10,40,,
"Nu: 0.99, Gamma: 0.5",1,274,0,97,26.34408602,10,40,,
"Nu: 0.99, Gamma: 0.7",3,272,0,97,26.88172043,10,40,,
"Nu: 0.99, Gamma: 0.9",5,270,0,97,27.41935484,10,40,,
"Nu: 0.99, Gamma: 0.99",4,271,0,97,27.15053763,10,40,,
