Features: 16,,,,,,,,,,
Target Class: vips,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,92.30769231,329
"Nu: 0.9, Gamma: 0.0004",0,12,11,107,82.30769231,10,40,,,
"Nu: 0.9, Gamma: 0.005",0,12,11,107,82.30769231,10,40,,,
"Nu: 0.9, Gamma: 0.05",0,12,13,105,80.76923077,10,40,,,
"Nu: 0.9, Gamma: 0.0625",0,12,13,105,80.76923077,10,40,,,
"Nu: 0.9, Gamma: 0.1",0,12,14,104,80,10,40,,,
"Nu: 0.9, Gamma: 0.2",1,11,20,98,76.15384615,10,40,,,
"Nu: 0.9, Gamma: 0.5",7,5,31,87,72.30769231,10,40,,,
"Nu: 0.9, Gamma: 0.7",7,5,37,81,67.69230769,10,40,,,
"Nu: 0.9, Gamma: 0.9",6,6,40,78,64.61538462,10,40,,,
"Nu: 0.9, Gamma: 0.99",6,6,41,77,63.84615385,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,12,5,113,86.92307692,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,12,5,113,86.92307692,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,12,5,113,86.92307692,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,12,5,113,86.92307692,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,12,5,113,86.92307692,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,12,5,113,86.92307692,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,12,5,113,86.92307692,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,12,5,113,86.92307692,10,40,,,
"Nu: 0.99, Gamma: 0.2",0,12,6,112,86.15384615,10,40,,,
"Nu: 0.99, Gamma: 0.5",6,6,16,102,83.07692308,10,40,,,
"Nu: 0.99, Gamma: 0.7",6,6,22,96,78.46153846,10,40,,,
"Nu: 0.99, Gamma: 0.9",5,7,22,96,77.69230769,10,40,,,
"Nu: 0.99, Gamma: 0.99",4,8,20,98,78.46153846,10,40,,,
